Accession	Description	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	Abundance: F5: 127N, Sample, n/a, SFug_M1	Abundances Count: F5: 127N, Sample, n/a, SFug_M1	Modifications
Q9V3W0	RutC family protein UK114	60.14	8	40	8	333364.12338999996	30	
Q9V3Y0	Ankyrin repeat domain-containing protein 49	18.14	4	9	4	20606.11723	7	
Q9V3Y2	Anamorsin homolog	26.61	7	16	7	81787.02715	11	
Q9V3Y3	Defense protein l(2)34Fc	23.9	3	10	0	188199.2038	9	
Q9V3Z2	Serine protease 7	13.55	5	15	4	35161.712980000004	12	
Q9V419	Probable cytochrome P450 28a5	16.44	10	18	10	41223.90992	16	
Q9V427	Innexin inx2	17.17	6	10	0	83405.1271	10	
Q9V429	Thioredoxin-2	66.98	6	56	6	2146672.56817	52	
Q9V431	Apoptosis inhibitor 5 homolog	18.1	10	18	10	86876.85074	15	
Q9V438	Protein disulfide-isomerase A6 homolog	14.55	10	30	10	90922.15895	22	
Q9V447	Krueppel homolog 2	22.83	6	13	0	26590.68241	11	
Q9V496	Apolipophorins	33.18	114	349	0	6176023.37965	293	
Q9V4A7	Plexin-B	1.46	3	4	0	2628.24096	2	
Q9V4C0	Dopaminechrome tautomerase	4.32	2	3	2	2725.8298	1	
Q9V4C8	Host cell factor	7.33	11	19	11	61864.67733	15	
Q9V4L4	NF-kappa-B inhibitor-interacting Ras-like protein	7.46	2	3	0	6760.007	1	
Q9V4N3	Cytochrome b5	47.76	6	36	6	418767.31245	27	
Q9V4Q8	Probable U2 small nuclear ribonucleoprotein A'	6.79	2	9	2	24915.46187	7	
Q9V4S8	COP9 signalosome complex subunit 7	25.54	5	9	5	22923.0207	6	
Q9V4W1	mRNA export factor Gle1	6.06	4	6	4	1598.0946	1	
Q9V521	Phenoloxidase 2	15.35	11	21	10	30135.92147	16	
Q9V535	RNA-binding protein 8A	30.91	5	16	5	185792.4631	15	
Q9V558	Cytochrome P450 4p1	6.24	3	4	3	3379.42666	2	
Q9V564	Conserved oligomeric Golgi complex subunit 6	7.62	5	6	5	5153.504	2	
Q9V595	Uroporphyrinogen decarboxylase	27.81	6	16	6	115460.69930000001	14	
Q9V597	Large ribosomal subunit protein eL31	55.65	7	25	7	410620.36600000004	21	
Q9V5C6	Proteasome subunit alpha type-3	51.38	11	35	11	536230.05628	27	
Q9V5M6	Longitudinals lacking protein, isoforms J/P/Q/S/Z	9.55	8	20	1	7084.6343	1	
Q9V5P6	H/ACA ribonucleoprotein complex subunit 3	35.94	2	3	2	1001.83714	2	
Q9V637	Proteasome inhibitor PI31 subunit	28.89	7	16	0	38014.49488	10	
Q9V674	Cytochrome P450 6g1	5.53	3	3	0	1320.8430600000002	2	
Q9V6B9	Probable nucleoporin Nup54	7.05	4	8	4	11073.053530000001	5	
Q9V6G5	Tafazzin	6.08	3	8	1	17652.05015	8	
Q9V6U9	Enoyl-[acyl-carrier-protein] reductase, mitochondrial	56.86	18	67	18	1111156.76009	54	
Q9V6X7	GDP-fucose protein O-fucosyltransferase 1	7.71	4	6	0	22752.01498	4	
Q9V6Y3	Small ribosomal subunit protein bS16m	14.73	2	4	2	16778.3602	3	
Q9V773	Probable cytochrome P450 6a20	9.78	6	9	5	14708.677479999998	6	
Q9V784	SAM50-like protein CG7639	9.93	6	7	6	7942.9002	4	
Q9V7D2	V-type proton ATPase subunit D 1	55.69	14	55	9	690866.38496	36	
Q9V7N5	V-type proton ATPase subunit C	26.56	23	108	0	1400752.4136	84	
Q9V813	S-methyl-5'-thioadenosine phosphorylase	44.98	11	42	0	258754.21293	30	
Q9V895	Acidic leucine-rich nuclear phosphoprotein 32 family member A	11.88	3	5	0	27435.920299999998	5	
Q9V8F5	Bomanin Bicipital 1	36.75	4	14	4	20333.728	7	
Q9V8M2	Probable cytochrome P450 12b2, mitochondrial	6.54	3	5	3	1255.9526999999998	2	
Q9V8M5	3-hydroxyisobutyrate dehydrogenase, mitochondrial	60.8	13	38	13	631222.49691	30	
Q9V8R9	Protein 4.1 homolog	38.34	63	167	1	1215281.30251	127	
Q9V8Y2	General odorant-binding protein 56a	38.85	5	21	5	594537.50014	19	
Q9V931	General odorant-binding protein 57c	12.75	2	7	2	22337.27507	4	
Q9V968	MIP18 family protein galla-1	27.06	5	10	0	8307.199540000001	6	
Q9V998	Ubiquitin-like protein 5	24.66	2	4	2	9316.7217	4	
Q9V9A7	Probable methylcrotonoyl-CoA carboxylase beta chain, mitochondrial	15.05	8	13	8	19578.6783	7	
Q9V9J3	Tyrosine-protein kinase Src42A	3.09	2	4	1	10272.281	1	
Q9V9S7	Rho GTPase-activating protein 100F	2.47	4	8	0	2285.9434499999998	3	
Q9V9S8	Ferrochelatase, mitochondrial	32.29	13	37	13	502550.49058	34	
Q9V9U4	Deoxyhypusine hydroxylase	12.91	4	10	4	9763.60956	5	
Q9V9X4	Methylthioribose-1-phosphate isomerase 1	25.27	11	19	11	116274.3599	14	
Q9V9Y9	Protein spindle-F	12.64	4	5	0	10721.9326	4	
Q9V9Z1	Large ribosomal subunit protein bL32m	8.72	2	4	2	5779.3017	3	
Q9VA37	Protein dj-1beta	84.49	13	53	13	937056.88731	36	
Q9VA70	Neutral ceramidase	2.41	2	3	0	7133.003500000001	2	
Q9VA91	Small ribosomal subunit protein eS7	53.09	12	58	0	1689718.42945	47	
Q9VAF5	Cadherin-99C	4.4	9	18	9	30124.46328	15	
Q9VAI6	General odorant-binding protein 99b	59.73	7	37	0	824211.81356	25	
Q9VAJ4	General odorant-binding protein 99a	38.03	6	25	0	363108.31717	14	
Q9VAM6	CDGSH iron-sulfur domain protein	52.63	6	47	6	1642814.95021	39	
Q9VAM9	Guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase MESH1	13.41	3	5	3	26333.983500000002	5	
Q9VAN0	Phosphoserine aminotransferase	32.42	11	57	11	399428.76895	47	
Q9VAP3	Choline transporter-like 2	7.66	6	11	6	19515.25074	9	
Q9VAW5	La-related protein 1	3.41	5	8	0	7181.99361	6	
Q9VAY3	Mitoferrin	7.65	3	7	3	9405.55931	7	
Q9VB46	Adipocyte plasma membrane-associated protein Hemomucin	10.19	6	7	6	20789.30935	5	
Q9VB68	Serine protease grass	12.2	5	13	5	20226.14936	9	
Q9VBC7	Neuroendocrine convertase 2	5.05	4	7	4	34466.046500000004	5	
Q9VBG6	Co-chaperone protein HGH1 homolog	1.9	1	1	0	4633.1064	1	
Q9VBP9	Nuclear protein localization protein 4 homolog	9.2	6	8	6	14373.2793	5	
Q9VBV3	Protein takeout	9.64	3	11	0	77635.29612	10	
Q9VBV5	Nucleotide exchange factor Sil1	12.82	6	14	6	49195.945	10	
Q9VBZ5	YTH domain-containing family protein	5.86	4	4	4	327.9294	1	
Q9VC03	Nicotinamide-nucleotide adenylyltransferase	7.2	3	3	3	7089.4287	1	
Q9VC57	Atlastin	4.62	3	6	0	38146.4553	5	
Q9VCA5	Phenylalanine--tRNA ligase beta subunit	2.89	2	3	2	6253.5329	3	
Q9VCA9	Signal peptidase complex subunit 3	18.99	4	19	0	44289.51191	12	
Q9VCC0	Cysteine and histidine-rich domain-containing protein morgana	17.8	6	12	6	58273.032	7	
Q9VCD0	Glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial	3.1	2	2	2	2656.3154	1	
Q9VCE1	Beclin-1-like protein	4.27	2	3	2	1424.3011000000001	2	
Q9VCG3	Putative OPA3-like protein CG13603	25.1	5	13	0	42983.98472	11	
Q9VCH5	Nuclear pore complex protein Nup98-Nup96	5.61	9	26	9	93013.87091	19	
Q9VCI0	RNA exonuclease 2	9.95	2	3	2	2111.5803	2	
Q9VCJ8	Spaetzle-processing enzyme	24.5	10	25	8	111912.01703	15	
Q9VCK0	Eukaryotic translation initiation factor 3 subunit D-1	7.32	5	10	4	90737.9012	10	
Q9VCK1	GILT-like protein 2	3.86	1	1	1	3555.425	1	
Q9VCR3	Proteoglycan Cow	9.38	6	10	0	10090.98248	5	
Q9VCX3	Large ribosomal subunit protein mL45	7.76	3	3	3	987.6459600000001	2	
Q9VCY3	COP9 signalosome complex subunit 6	17.3	7	13	7	69768.8843	9	
Q9VCZ8	Probable prefoldin subunit 5	34.52	5	13	0	51596.3957	8	
Q9VD09	Retinol-binding protein pinta	14.65	4	6	4	3908.27988	3	
Q9VD25	DNA-directed RNA polymerase III subunit RPC6	5.8	2	3	0	5537.80875	3	
Q9VD26	Zinc finger protein-like 1 homolog	17.06	5	9	4	30711.0815	6	
Q9VDC6	Beta-alanyl-bioamine nonribosomal peptide synthetase ebony	7.62	8	15	8	50517.35905	11	
Q9VDD1	DDRGK domain-containing protein 1	13.92	5	6	5	8663.3299	3	
Q9VDE4	Protein Bride of doubletime	12.94	5	7	5	19852.34019	6	
Q9VDL1	Esterase CG5412	15.41	4	11	4	25708.958590000002	8	
Q9VDS5	Rho GTPase-activating protein 92B	8.38	7	8	0	15104.58983	7	
Q9VDV3	Nuclear pore complex protein Nup58	10.81	6	17	6	32943.19699	11	
Q9VDW3	Dystrophin, isoform B	1.56	3	3	2	6694.2505	1	
Q9VE50	Golgi SNAP receptor complex member 1	6.9	2	4	2	7158.9992999999995	2	
Q9VEA5	DNA-directed RNA polymerase II subunit Rpb4	23.02	4	4	4	7438.24272	4	
Q9VEB3	Ribosome production factor 2 homolog	5.62	2	2	2	514.7185	1	
Q9VEJ0	Thioredoxin-dependent peroxide reductase, mitochondrial	51.28	11	48	11	1877720.3083799998	37	
Q9VER6	Modular serine protease	8.76	5	10	5	10867.67945	6	
Q9VET0	Neuropeptide F	30.39	4	12	0	59999.1676	9	
Q9VEX6	ATPase family AAA domain-containing protein 3A homolog	45.03	29	68	29	554825.43508	57	
Q9VEX9	Histone deacetylase complex subunit SAP18	23.33	4	8	0	26488.65855	6	
Q9VEZ3	Protein mini spindles	2.25	4	6	0	215228.64	1	
Q9VF08	Mitochondrial import inner membrane translocase subunit Tim16	42.55	6	14	0	42857.54601	13	
Q9VF27	NADH dehydrogenase (ubiquinone) 23 kDa subunit	51.61	13	60	13	1396407.82324	51	
Q9VF71	Copper homeostasis protein cutC homolog	32.32	7	26	0	214187.36413	22	
Q9VF89	Large ribosomal subunit protein bL9m	6.05	2	3	2	5025.442	1	
Q9VFB2	Small ribosomal subunit protein uS10m	11.56	2	5	2	26868.07536	5	
Q9VFC2	Serine protease inhibitor 88Ea	40.98	15	41	14	216040.46615	26	
Q9VFC8	Glycogen [starch] synthase	7.62	6	9	0	15396.70286	6	
Q9VFI9	cGMP-specific 3',5'-cyclic phosphodiesterase	3.76	4	6	0	2289.15153	2	
Q9VFJ0	Probable cytochrome P450 313a1	6.1	3	3	3	3527.91824	3	
Q9VFJ2	Large ribosomal subunit protein uL11m	10.71	3	5	3	4920.13366	2	
Q9VFJ3	Serine protease HTRA2, mitochondrial	8.77	4	7	0	33144.2313	6	
Q9VFM9	Twinfilin	22.74	7	13	7	30651.82351	11	
Q9VFP1	Probable cytochrome P450 6d5	8.46	5	7	5	14141.95263	5	
Q9VFR0	Protein BCCIP homolog	8.42	4	4	4	3940.73107	2	
Q9VFS5	Serine/threonine-protein phosphatase 4 regulatory subunit 3	3.88	5	6	0	20059.2448	6	
Q9VFS8	26S proteasome non-ATPase regulatory subunit 9	40.91	9	19	9	77037.9736	13	
Q9VFW4	Elongator complex protein 6	15.54	3	5	3	18515.6056	4	
Q9VG08	L-dopachrome tautomerase yellow-f2	5.97	3	6	3	4887.97294	4	
Q9VG55	Protein hugin	5.76	1	3	1	364.52112	1	
Q9VG73	Interleukin enhancer-binding factor 2 homolog	13.38	4	10	4	100770.47660000001	9	
Q9VG74	N-acetylneuraminate-9-phosphate synthase	5.11	2	2	2	891.64067	2	
Q9VG76	Myc-binding protein	19.34	4	6	4	56717.33973	6	
Q9VG82	Probable cytochrome P450 9f2	5.23	3	5	0	5631.7166	2	
Q9VG97	Inactive glutathione S-transferase D3	32.66	6	15	6	403216.72839999996	14	
Q9VG98	Glutathione S-transferase D2	11.63	3	10	1	54451.494	4	
Q9VGG5	Cadherin-87A	5.72	11	18	11	40345.40243	12	
Q9VGP4	Importin-9	2.85	3	3	3	4912.4344	2	
Q9VGP6	Prefoldin subunit 3	47.42	8	22	8	109661.9003	20	
Q9VGQ9	Diphthamide biosynthesis protein 3	13.95	1	2	1	7537.682	1	
Q9VGR2	Protein arginine methyltransferase NDUFAF7 homolog, mitochondrial	6.86	3	5	3	10802.6675	4	
Q9VGR7	J domain-containing protein CG6693	9.36	3	3	0	901.64084	2	
Q9VGS2	Translationally-controlled tumor protein homolog	62.21	10	39	0	866799.5633299999	31	
Q9VGU6	GTP:AMP phosphotransferase, mitochondrial	41.2	10	28	10	181437.46891999998	18	
Q9VGV8	Phosducin-like protein 3	4.63	1	2	1	12784.7441	2	
Q9VGZ0	Probable cytochrome P450 12e1, mitochondrial	3.64	2	3	2	567.2418	1	
Q9VH07	RuvB-like helicase 1	11.62	4	9	4	78843.40104	9	
Q9VH19	Leishmanolysin-like peptidase	2.34	2	3	2	7738.3364	1	
Q9VH39	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 4	27.09	5	9	5	44733.0715	7	
Q9VH69	Small ribosomal subunit protein uS14	48.21	3	7	0	93577.8389	4	
Q9VH95	Cytosolic Prostaglandin E synthase	58.15	9	21	9	608462.54853	17	
Q9VHA0	Polycomb protein Scm	6.39	5	6	0	2830.20696	3	
Q9VHB3	U6 snRNA phosphodiesterase 1	5.81	2	2	2	6795.26878	2	
Q9VHD2	Probable maleylacetoacetate isomerase 2	16.3	3	7	3	33212.4874	6	
Q9VHD3	Probable maleylacetoacetate isomerase 1	15.04	4	6	4	20268.15425	5	
Q9VHG4	ATPase H(+)-transporting accessory protein 2	15.31	5	13	5	137581.08479999998	12	
Q9VHI7	E3 ubiquitin-protein ligase Iruka	17.89	5	14	5	12922.98222	7	
Q9VHK6	Iron-sulfur cluster assembly enzyme IscU	22.73	4	10	4	93030.64839999999	8	
Q9VHN6	Large ribosomal subunit protein bL19m	11.44	4	5	4	23614.3574	4	
Q9VHP0	ATP-dependent RNA helicase bel	23.06	15	40	0	65107.27589	23	
Q9VHR6	Autophagy-related protein 13 homolog	7.46	4	5	4	1078.33548	2	
Q9VHR8	Dipeptidyl peptidase 3	25.06	21	60	21	362388.95617	47	
Q9VHS2	Cytochrome c oxidase subunit 7A, mitochondrial	75.28	8	42	0	957028.4619	37	
Q9VHS8	Eukaryotic initiation factor 4A-III	7.27	4	9	2	10153.559860000001	4	
Q9VHV5	ADP-ribosylation factor-like protein 8	17.2	3	4	0	592.1909	1	
Q9VI10	Probable small nuclear ribonucleoprotein Sm D2	38.66	5	16	5	97379.616	12	
Q9VI13	Serine/threonine-protein kinase Pak	1.42	1	2	0	4047.8867	2	
Q9VI25	Neurochondrin homolog	4.29	3	3	3	3824.1582	2	
Q9VI55	E3 UFM1-protein ligase 1 homolog	6.27	6	9	0	21074.53717	6	
Q9VI75	Phosphatidylinositol-binding clathrin assembly protein LAP	49.79	19	103	2	63855.01957	11	
Q9VIH3	Microsomal triacylglycerol transfer protein	2.93	3	4	3	6791.93	1	
Q9VIH9	UPAR/Ly6 domain-containing protein CG9338	32.65	4	18	4	121569.83664000001	12	
Q9VII1	UPAR/Ly6 domain-containing protein bero	47.3	5	22	5	181699.66546	15	
Q9VIM5	Actin-related protein 2/3 complex subunit 2	17.94	5	8	0	23231.77239	7	
Q9VIT0	DNA sliding clamp PCNA2	13.73	5	12	5	19645.8163	8	
Q9VIV2	Zinc finger protein swm	5.65	6	8	0	8668.34444	4	
Q9VIW3	Ran GTPase-activating protein	13.59	8	15	0	85887.04480999999	11	
Q9VIZ0	DNA-directed RNA polymerases I and III subunit RPAC2	19.05	2	3	1	8164.27316	3	
Q9VJ26	EF-hand domain-containing protein D2 homolog	46.54	8	20	0	87614.70446	18	
Q9VJ31	Betaine-homocysteine S-methyltransferase	10.88	4	8	4	32551.733439999996	6	
Q9VJ33	Ubiquitin-like protein NEDD8	23.81	2	21	0	92320.13128	20	
Q9VJC7	Elongation factor Ts, mitochondrial	24.84	8	18	8	103505.76435	16	
Q9VJD2	Ragulator complex protein LAMTOR3 homolog	24.19	2	3	0	7231.7193	2	
Q9VJD3	Conserved oligomeric Golgi complex subunit 5	2.4	2	2	0	731.5132	1	
Q9VJE4	DNA-directed RNA polymerase II subunit RPB11	8.55	1	1	1	896.2512	1	
Q9VJG0	Xaa-Pro aminopeptidase ApepP	4.24	3	4	3	840.6897	1	
Q9VJG4	Electron transfer flavoprotein regulatory factor 1 homolog	32.94	3	5	3	14500.22926	3	
Q9VJI9	Cytosolic Fe-S cluster assembly factor Nubp1 homolog	20.58	6	13	6	87066.32431	11	
Q9VJL6	Glia maturation factor	5.8	1	3	1	835.0572	1	
Q9VJQ5	Protein Dr1	8.2	2	4	2	3213.23104	2	
Q9VJY6	Large ribosomal subunit protein eL24	34.84	7	12	0	125281.08165000001	12	
Q9VJY9	Protein Loquacious	11.61	5	9	0	18584.27726	4	
Q9VKA0	UPAR/Ly6 domain-containing protein crok	9.93	1	3	1	3015.1895999999997	3	
Q9VKD3	Cysteine desulfurase, mitochondrial	21.86	9	30	9	186667.01358	26	
Q9VKH0	Conserved oligomeric Golgi complex subunit 8	7.02	4	4	4	787.54364	1	
Q9VKJ8	Alpha-L-iduronidase	3.62	3	3	3	1273.08142	2	
Q9VKJ9	Coiled-coil and C2 domain-containing protein 1-like	8.33	8	16	0	37997.76678	12	
Q9VKK1	Enhancer of mRNA-decapping protein 4 homolog	5.47	8	12	8	6758.597400000001	4	
Q9VKV5	CD2 antigen cytoplasmic tail-binding protein 2 homolog	9.4	4	4	4	8230.6082	3	
Q9VKX4	Small ribosomal subunit protein uS7m	16.97	4	6	0	5351.2305	3	
Q9VKY2	Cullin-associated NEDD8-dissociated protein 1	2.56	4	5	0	3310.0080900000003	3	
Q9VL00	Ubiquitin thioesterase otubain-like	11.45	3	5	3	21334.322500000002	3	
Q9VL13	MOB kinase activator-like 3	5.0	1	2	1	1908.9191	1	
Q9VL18	Probable elongation factor 1-delta	58.59	17	35	17	634293.9754700001	33	
Q9VL78	FK506-binding protein 59	55.81	26	79	0	698082.45065	66	
Q9VLF6	UPF0585 protein CG18661	11.71	3	3	0	20822.726	2	
Q9VLJ6	Angiotensin-converting enzyme-related protein	10.63	8	10	0	21812.19295	6	
Q9VLM8	Alanine--tRNA ligase, cytoplasmic	10.14	10	13	10	51723.1242	11	
Q9VLP3	Guanine nucleotide exchange factor MSS4 homolog	46.72	5	18	5	106318.3584	13	
Q9VLR5	RNA polymerase II transcriptional coactivator	25.45	3	6	3	50020.012	5	
Q9VLS9	Beta-lactamase-like protein 2 homolog	21.58	5	12	5	100036.246	6	
Q9VLT8	WASH complex subunit 3	10.23	2	3	2	5979.65236	3	
Q9VLU0	Barrier-to-autointegration factor	74.44	5	26	0	485853.23575	23	
Q9VLU4	Serine protease inhibitor 28Dc	4.29	3	3	3	20789.74824	3	
Q9VLV5	Probable small nuclear ribonucleoprotein E	27.66	3	7	3	67295.7562	5	
Q9VLV7	Protein spaetzle 3	6.06	3	3	3	2531.2436399999997	2	
Q9VM33	Elongation factor G, mitochondrial	4.7	4	4	4	3843.18894	3	
Q9VM65	FGFR1 oncogene partner 2 homolog	16.51	6	7	0	11006.53745	4	
Q9VMA2	Probable galactose-1-phosphate uridylyltransferase	11.14	5	9	0	9139.26545	6	
Q9VMA7	Transport and Golgi organization protein 1	7.41	12	14	0	7839.9928	4	
Q9VMC8	PHD finger-like domain-containing protein 5A	33.33	5	10	5	99092.304	8	
Q9VMD9	Tiggrin	12.16	31	55	0	100349.66124	36	
Q9VMG0	Arylalkylamine N-acetyltransferase-like 2	10.65	3	3	3	1125.55663	2	
Q9VMM6	Protein obstructor-E	35.34	7	17	7	101758.26527999999	15	
Q9VMQ5	Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial	5.87	3	3	3	3250.3749	2	
Q9VMQ7	Elongator complex protein 4	3.43	2	3	2	40240.0215	3	
Q9VMR8	Protein Turandot M	30.53	3	5	0	58622.2595	5	
Q9VMT5	Probable cytochrome P450 28d1	15.54	9	20	9	50216.56474	16	
Q9VMU4	Large ribosomal subunit protein eL43	27.17	3	9	0	35933.950840000005	9	
Q9VMU5	Protein quick-to-court	9.57	8	10	0	6511.73305	8	
Q9VMW7	Inosine triphosphate pyrophosphatase	49.74	11	23	11	199401.02328	19	
Q9VMW9	GDP-mannose 4,6 dehydratase	4.05	2	2	2	2622.8052	1	
Q9VMX0	Large ribosomal subunit protein bL28m	9.93	3	4	0	4039.52123	3	
Q9VMY1	Large ribosomal subunit protein uL24m	21.46	7	7	7	5936.06985	5	
Q9VMY9	Guanine deaminase	8.93	4	6	4	10776.434220000001	4	
Q9VN12	Probable sodium/potassium/calcium exchanger CG1090	3.0	1	3	0	4643.3095	2	
Q9VN13	Sideroflexin-1-3	16.51	5	12	5	73977.7662	9	
Q9VN14	Contactin	17.77	24	48	24	251757.40941	34	
Q9VN19	Golgi to ER traffic protein 4 homolog	13.57	4	6	0	6312.0471	4	
Q9VN25	Eukaryotic translation initiation factor 3 subunit A	5.61	8	12	8	20490.1147	8	
Q9VN50	Eukaryotic translation initiation factor 3 subunit F-1	29.29	7	13	7	69234.94146	8	
Q9VN91	MORN repeat-containing protein 4 homolog	47.98	9	46	9	258277.70172	35	
Q9VN93	Cathepsin F	23.62	16	36	13	457445.27032	30	
Q9VN95	Enolase-phosphatase E1	17.97	4	13	4	92515.3658	12	
Q9VNA4	Uncharacterized protein CG1161	9.25	2	4	0	499.77594	1	
Q9VNA5	Proteasome subunit beta type-4	27.99	5	5	5	151083.4415	4	
Q9VND8	GTP-binding protein Rheb homolog	26.37	6	15	6	297796.96816	12	
Q9VNE2	Protein krasavietz	22.04	12	30	12	171069.66751	21	
Q9VNE9	Large ribosomal subunit protein uL13	24.39	7	12	3	102087.7842	8	
Q9VNI3	Histone PARylation factor 1	9.8	4	4	4	5518.27845	3	
Q9VP48	Ras-related protein Rab-26	12.89	5	12	0	12193.6775	4	
Q9VP61	Acetyl-coenzyme A synthetase	13.58	10	14	0	20389.15439	11	
Q9VPC1	Distal membrane arm assembly component 2	6.34	2	2	2	23369.671	2	
Q9VPH7	Eukaryotic peptide chain release factor subunit 1	3.65	2	3	0	9537.871500000001	3	
Q9VPL3	Large ribosomal subunit protein uL10m	12.5	4	7	4	23338.60248	7	
Q9VPQ2	DnaJ homolog shv	8.76	4	6	4	11451.768499999998	3	
Q9VQ29	Cytochrome b-c1 complex subunit Rieske, mitochondrial	42.17	8	52	8	1860870.9926	41	
Q9VQ62	NPC intracellular cholesterol transporter 2 homolog a	47.3	5	25	5	352366.81587	21	
Q9VQ79	Putative apoptosis-inducing factor 1, mitochondrial	11.91	8	11	0	35783.7182	8	
Q9VQ91	Tudor and KH domain-containing protein homolog	11.46	6	9	6	7822.3837	5	
Q9VQ93	Golgi phosphoprotein 3 homolog sauron	9.86	4	6	4	32813.3307	4	
Q9VQC4	Glycerate kinase	13.14	9	14	0	49004.42861	13	
Q9VQF7	Bacchus	38.16	4	21	4	281760.85248	19	
Q9VQG4	Congested-like trachea protein	24.84	9	25	8	172182.1997	22	
Q9VQQ0	Serine/threonine-protein phosphatase 2A activator	17.59	7	17	7	235120.81388	14	
Q9VQX4	Nicotinate phosphoribosyltransferase	6.85	4	7	0	18782.5837	6	
Q9VR35	Eukaryotic translation initiation factor 4E-binding protein Mextli	12.56	9	22	0	103187.89491999999	19	
Q9VR59	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase	2.0	3	3	0	579.89374	1	
Q9VR81	N-acetylglucosamine-6-phosphate deacetylase	3.84	2	4	0	3003.81146	2	
Q9VR89	RNA-binding protein pno1	6.25	2	3	2	9809.50994	2	
Q9VR94	General odorant-binding protein 19a	10.27	2	3	2	10622.4372	3	
Q9VRJ9	Ubiquitin thioesterase Otu1	14.41	5	17	0	56660.08857	12	
Q9VRL2	Probable Golgi SNAP receptor complex member 2	13.43	3	6	3	453.32324	1	
Q9VRL3	Probable prefoldin subunit 4	14.49	3	6	3	84867.697	4	
Q9VRP9	E3 ubiquitin-protein ligase Bre1	5.56	7	8	0	7036.65157	5	
Q9VRQ9	Glutaminyl-peptide cyclotransferase	5.88	3	8	3	6657.5236	5	
Q9VRV7	Splicing factor 3B subunit 6	30.58	4	7	4	25749.54191	5	
Q9VRZ7	Ubiquinol-cytochrome c reductase complex assembly factor 1	24.32	6	12	6	28906.301199999998	5	
Q9VS34	Large ribosomal subunit protein eL18	26.06	4	16	0	229758.59159999999	11	
Q9VS97	Peptidoglycan-recognition protein SD	12.9	3	4	3	16201.728	3	
Q9VSA3	Medium-chain specific acyl-CoA dehydrogenase, mitochondrial	47.02	20	86	20	960726.4797799999	64	
Q9VSF3	Nedd8-conjugating enzyme UbcE2M	25.97	6	11	0	51945.0156	8	
Q9VSH4	Cleavage and polyadenylation specificity factor subunit 6	3.37	2	2	1	1597.6613	1	
Q9VSJ8	Exocyst complex component 7	10.53	8	12	8	14754.44644	6	
Q9VSK9	Pseudouridylate synthase 7 homolog	7.77	6	6	6	11328.17152	6	
Q9VSL3	Pyrimidodiazepine synthase	55.97	11	73	10	1620512.99702	51	
Q9VSR3	Translational regulator orb2	7.39	4	5	0	4561.478	1	
Q9VSS1	Protein Pixie	5.56	4	4	4	15941.4744	3	
Q9VSS2	Signal recognition particle subunit SRP68	12.42	8	13	8	37554.7234	10	
Q9VSU7	Vesicle transport protein USE1	22.8	6	9	6	19064.58199	8	
Q9VSY4	Alpha-tubulin N-acetyltransferase 1	33.84	18	61	8	434375.77433	43	
Q9VSY6	Phosphoserine phosphatase	30.0	7	20	7	93995.8487	16	
Q9VSZ6	Queuine tRNA-ribosyltransferase accessory subunit 2	1.91	1	1	1	909.30756	1	
Q9VT70	Nuclear distribution protein nudE homolog	7.26	2	2	0	8299.5822	2	
Q9VTE0	Biogenesis of lysosome-related organelles complex 1 subunit 2	4.4	1	2	1	13697.298999999999	2	
Q9VTE5	Probable prefoldin subunit 2	35.66	5	16	0	151737.71063	15	
Q9VTE9	Nedd8-activating enzyme E1 regulatory subunit	13.93	7	9	0	31635.2929	4	
Q9VTF9	Ubiquitin fusion degradation protein 1 homolog	8.23	4	9	4	73976.14297	7	
Q9VTJ4	Putative alpha-L-fucosidase	4.45	3	4	3	6383.2462	2	
Q9VTJ8	Mitochondrial import inner membrane translocase subunit TIM14	15.25	2	3	0	16494.3718	3	
Q9VTM6	UPAR/Ly6 domain-containing protein crim	31.65	4	11	4	53284.067220000004	10	
Q9VTP4	Large ribosomal subunit protein uL1	40.55	9	32	9	447801.16043	30	
Q9VTU3	Rho GTPase-activating protein 68F	15.76	8	12	0	46417.1626	10	
Q9VTZ5	Transferrin 2	17.95	16	27	16	77263.00854000001	17	
Q9VTZ6	Phosphomannomutase	21.26	5	11	5	50252.23797	8	
Q9VU08	Intermembrane lipid transfer protein Vps13D	0.38	2	10	2	96689.73853	2	
Q9VU58	Neuropeptide-like 2	66.28	6	133	0	3835522.38406	79	
Q9VU68	Actin-interacting protein 1	21.38	13	35	13	204249.25160000002	29	
Q9VU70	Tetratricopeptide repeat protein 36 homolog	17.84	4	6	4	10391.31025	5	
Q9VU84	Drebrin-like protein	12.99	8	24	8	133033.64685	19	
Q9VU95	Alanine--glyoxylate aminotransferase 2-like	14.17	6	12	6	37410.741030000005	9	
Q9VUJ0	Large ribosomal subunit protein mL39	16.82	5	7	5	13701.031	5	
Q9VUK8	Glycine--tRNA ligase	17.12	14	37	14	580121.64208	28	
Q9VUR3	Probable aminoacyl tRNA synthase complex-interacting multifunctional protein 2	16.47	7	12	0	34165.16637	11	
