Accession	Description	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	Abundance: F5: 130C, Sample, n/a, ctrl_pool_1	Abundance: F5: 131, Sample, n/a, ctrl_pool_2	Modifications
Q9NHE5	Calcium-dependent secretion activator	3.39	5	5	5	62043.396700000005	67794.724	
Q9NIP6	Cardio acceleratory peptide 2b	6.62	1	1	1	9867.55	11295.513	
Q9NJB5	Homeobox protein onecut	1.85	2	2	0	17075.7833	19684.0864	
Q9NJH0	Elongation factor 1-gamma	41.07	17	52	17	1655547.84506	1944294.4224	
Q9NK57	NIF3-like protein 1	18.49	5	10	5	47648.5209	59291.4865	
Q9TVM2	Exportin-1	1.79	2	2	0	16545.4685	30324.29	
Q9TVP3	J domain-containing protein	79.49	16	82	16	5262903.4463	6786765.42232	
Q9U3Z7	NHP2-like protein 1 homolog	48.03	6	31	0	512768.7634	656489.55183	
Q9U4G1	Protein borderless	19.89	13	27	13	624772.38946	888748.0734999999	
Q9U4L6	Mitochondrial import receptor subunit TOM40 homolog 1	9.01	3	3	0	41737.82	55811.948000000004	
Q9U5L1	Signal recognition particle receptor subunit alpha homolog	17.1	11	13	11	155310.772	216350.736	
Q9U616	Glycine cleavage system H protein, mitochondrial	55.15	5	17	5	938861.60675	1174486.8869	
Q9U6L5	Ejaculatory bulb-specific protein 1	2.39	1	1	0	5314.4453	5978.7646	
Q9U6M0	Evolutionarily conserved signaling intermediate in Toll pathway, mitochondrial	6.11	3	3	3	46453.26122	47219.460999999996	
Q9U915	Adenylate kinase 2	72.08	21	51	21	2253439.4104	2415860.6886	
Q9U9P7	Cytoplasmic phosphatidylinositol transfer protein 1	8.06	3	4	3	57931.057	72632.924	
Q9U9Q4	Eukaryotic translation initiation factor 3 subunit H	17.16	6	13	6	127168.00690000001	153906.3104	
Q9V345	COP9 signalosome complex subunit 4	20.88	8	12	0	138167.6643	175231.7905	
Q9V359	Vacuolar protein sorting-associated protein 28 homolog	24.76	6	10	0	183259.4867	154302.4436	
Q9V3B6	Protein CWC15 homolog	8.49	2	3	2	14586.3966	17058.66065	
Q9V3C0	ATP-dependent RNA helicase abstrakt	3.23	2	3	2	8820.769	12364.635699999999	
Q9V3D2	Oxygen-dependent coproporphyrinogen-III oxidase	13.33	5	5	0	71011.3906	63366.854799999994	
Q9V3D4	Chitinase-like protein Idgf2	31.59	11	24	1	718260.4591	924986.2209000001	
Q9V3F3	Transcription termination factor, mitochondrial	3.41	2	2	2	12030.5559	15813.5086	
Q9V3G1	Large ribosomal subunit protein uL2	45.31	13	29	13	2031342.6395999999	2211129.9545	
Q9V3G3	Peptidyl-prolyl cis-trans isomerase E	20.0	5	6	5	68431.90950000001	104588.601	
Q9V3G7	26S proteasome non-ATPase regulatory subunit 6	13.11	5	7	5	169156.73	185883.117	
Q9V3H2	26S proteasome non-ATPase regulatory subunit 14	11.04	4	6	4	162518.36500000002	164976.3592	
Q9V3I2	Ras-related protein Rab5	53.88	9	15	9	263292.00704	327367.8748	
Q9V3J1	V-type proton ATPase subunit H	48.5	18	41	0	944094.37506	998268.90256	
Q9V3J4	Protein SEC13 homolog	17.7	6	7	6	55147.54259999999	63096.6992	
Q9V3K3	RuvB-like helicase 2	26.61	13	16	0	114959.359	129027.3613	
Q9V3L6	Nuclear cap-binding protein subunit 2	22.73	4	5	4	58724.392499999994	51769.732659999994	
Q9V3N1	Serine protease inhibitor 27A	29.31	11	22	11	306842.24487	331386.59055	
Q9V3P0	Peroxiredoxin 2	74.23	15	136	0	6826928.539150001	7308990.9428	
Q9V3P6	26S proteasome non-ATPase regulatory subunit 1	12.16	12	16	0	338269.2723	268950.2496	
Q9V3S9	Very long-chain-fatty-acid--CoA ligase bubblegum	2.25	2	2	0	11198.975	11622.328	
Q9V3T9	NADPH:adrenodoxin oxidoreductase, mitochondrial	8.15	4	4	4	24900.6014	32292.533000000003	
Q9V3U2	H/ACA ribonucleoprotein complex subunit 2	24.38	4	7	0	276282.6073	328478.54850000003	
Q9V3V0	Serine/arginine-rich splicing factor x16	6.98	2	2	2	16453.913	18759.2023	
Q9V3W0	RutC family protein UK114	52.17	8	41	8	2921279.9842	3407355.3142	
Q9V3Y0	Ankyrin repeat domain-containing protein 49	15.35	3	3	3	55130.807	66949.6425	
Q9V3Y2	Anamorsin homolog	30.24	5	8	5	171904.2053	211384.5508	
Q9V3Y3	Defense protein l(2)34Fc	34.59	4	11	0	626342.7756	858568.7992	
Q9V3Z2	Serine protease 7	15.35	5	6	4	42338.266	42813.9769	
Q9V419	Probable cytochrome P450 28a5	16.24	9	11	9	212224.4535	212252.568	
Q9V427	Innexin inx2	8.99	4	8	0	151874.815	185223.709	
Q9V429	Thioredoxin-2	68.87	7	37	7	2922724.8468	3338764.3757	
Q9V431	Apoptosis inhibitor 5 homolog	22.2	11	18	11	485623.78271	559489.9680999999	
Q9V438	Protein disulfide-isomerase A6 homolog	24.71	12	28	12	612419.0431	754850.41786	
Q9V447	Krueppel homolog 2	12.68	3	3	0	41304.2466	61702.5523	
Q9V496	Apolipophorins	34.8	114	261	0	11612189.18184	13218009.90514	
Q9V498	Calsyntenin-1	1.02	1	1	0	55678.527	72948.52	
Q9V4C0	Dopaminechrome tautomerase	4.32	2	2	1	16600.76128	21557.172	
Q9V4C8	Host cell factor	4.93	8	11	8	117085.9239	140288.81149999998	
Q9V4L4	NF-kappa-B inhibitor-interacting Ras-like protein	3.98	1	1	0	9900.955	6647.3613	
Q9V4N3	Cytochrome b5	61.19	5	26	5	832823.54694	1414412.1133	
Q9V4Q8	Probable U2 small nuclear ribonucleoprotein A'	15.09	5	8	5	190426.214	271054.9023	
Q9V4S8	COP9 signalosome complex subunit 7	25.18	7	12	7	226833.17200000002	296581.979	
Q9V4W1	mRNA export factor Gle1	3.69	2	3	2	9093.51512	8977.02105	
Q9V521	Phenoloxidase 2	22.22	16	20	15	779494.1972	968873.9392	
Q9V535	RNA-binding protein 8A	40.61	5	16	5	400449.94789999997	525678.42396	
Q9V564	Conserved oligomeric Golgi complex subunit 6	4.76	3	3	3	14113.4473	15888.722199999998	
Q9V595	Uroporphyrinogen decarboxylase	32.3	11	17	11	357254.57996	396222.06768	
Q9V597	Large ribosomal subunit protein eL31	56.45	10	34	10	1804358.6348	1568602.84274	
Q9V5C6	Proteasome subunit alpha type-3	51.38	11	38	11	1012753.82577	1328155.62384	
Q9V5M6	Longitudinals lacking protein, isoforms J/P/Q/S/Z	7.68	5	8	1	1518.4163	2733.5369	
Q9V5P6	H/ACA ribonucleoprotein complex subunit 3	21.88	1	2	1	36715.797	54365.598	
Q9V637	Proteasome inhibitor PI31 subunit	25.93	7	10	0	144068.34064	225080.858	
Q9V674	Cytochrome P450 6g1	3.24	2	2	0	14779.172	22862.756400000002	
Q9V6B9	Probable nucleoporin Nup54	7.38	4	5	4	60597.051100000004	71113.046	
Q9V6G5	Tafazzin	5.82	3	3	0	31396.917	29768.4519	
Q9V6U9	Enoyl-[acyl-carrier-protein] reductase, mitochondrial	50.7	16	73	16	2662664.49456	3196406.36654	
Q9V6X7	GDP-fucose protein O-fucosyltransferase 1	5.97	3	3	0	33825.7465	36056.948	
Q9V6Y3	Small ribosomal subunit protein bS16m	14.73	2	3	2	40422.8824	44932.419	
Q9V773	Probable cytochrome P450 6a20	9.38	5	6	4	45261.7464	52739.4458	
Q9V784	SAM50-like protein CG7639	6.09	3	4	3	21124.094	23218.1773	
Q9V7D2	V-type proton ATPase subunit D 1	58.94	15	70	10	3257933.6681600004	3778943.83285	
Q9V7N5	V-type proton ATPase subunit C	26.08	22	104	0	4961780.4873	5916945.4105	
Q9V813	S-methyl-5'-thioadenosine phosphorylase	45.33	12	24	0	745135.4791	893940.1636	
Q9V895	Acidic leucine-rich nuclear phosphoprotein 32 family member A	8.05	2	2	0	65786.364	72455.55459999999	
Q9V8F5	Bomanin Bicipital 1	36.75	4	8	4	68040.195	74693.81	
Q9V8M5	3-hydroxyisobutyrate dehydrogenase, mitochondrial	50.0	11	33	11	1184104.9372	1478944.93739	
Q9V8R9	Protein 4.1 homolog	40.99	59	107	1	2786124.28657	3226074.4972	
Q9V8Y2	General odorant-binding protein 56a	28.06	4	15	4	790734.2542	982260.6160000002	
Q9V931	General odorant-binding protein 57c	46.98	7	8	7	283025.7313	359597.24569999997	
Q9V968	MIP18 family protein galla-1	30.28	6	9	0	44798.115600000005	46568.1224	
Q9V998	Ubiquitin-like protein 5	28.77	2	2	2	95458.447	83079.73999999999	
Q9V9A7	Probable methylcrotonoyl-CoA carboxylase beta chain, mitochondrial	10.21	6	7	6	33731.9597	43661.4397	
Q9V9J3	Tyrosine-protein kinase Src42A	3.68	2	4	0	11206.252	13626.507	
Q9V9M8	Iron-sulfur cluster transfer protein Nubpl	7.85	2	3	2	16069.5414	26769.119	
Q9V9N4	Transcription factor Clamp	1.96	1	1	1	9633.1875	10520.085	
Q9V9S7	Rho GTPase-activating protein 100F	4.77	6	7	0	27565.18206	30279.8886	
Q9V9S8	Ferrochelatase, mitochondrial	30.99	11	26	11	544806.52964	746858.7910999999	
Q9V9U4	Deoxyhypusine hydroxylase	21.85	6	10	6	126169.53837000001	174442.4287	
Q9V9X4	Methylthioribose-1-phosphate isomerase 1	31.87	10	12	10	187005.6808	246864.5807	
Q9V9Y9	Protein spindle-F	5.77	2	2	0	1233.8148	1489.5133	
Q9V9Z1	Large ribosomal subunit protein bL32m	4.1	1	1	1	27891.486	30416.734	
Q9VA37	Protein dj-1beta	72.73	12	59	12	3289580.4132	4135373.43434	
Q9VA70	Neutral ceramidase	2.41	2	2	0	16416.415	17041.8835	
Q9VA91	Small ribosomal subunit protein eS7	59.28	13	48	0	2982538.769	3213163.8834	
Q9VAF5	Cadherin-99C	5.92	10	11	10	48730.4835	57449.9279	
Q9VAI6	General odorant-binding protein 99b	46.31	5	29	0	4282883.587400001	5622810.9860000005	
Q9VAJ4	General odorant-binding protein 99a	41.55	7	29	0	1162710.1606	1244899.9772	
Q9VAM6	CDGSH iron-sulfur domain protein	52.63	6	73	6	3735391.48226	4648891.83683	
Q9VAN0	Phosphoserine aminotransferase	42.58	13	46	13	1149974.16924	1456102.68094	
Q9VAP3	Choline transporter-like 2	6.53	6	7	6	108567.64	113151.2412	
Q9VAW5	La-related protein 1	4.06	5	5	0	42642.1652	46511.1471	
Q9VAY3	Mitoferrin	7.65	3	3	3	24638.6676	29186.0812	
Q9VB46	Adipocyte plasma membrane-associated protein Hemomucin	4.84	2	3	2	30617.061999999998	44302.605	
Q9VB68	Serine protease grass	12.2	5	6	5	20659.509299999998	23215.8357	
Q9VBC7	Neuroendocrine convertase 2	7.65	4	5	4	22398.211900000002	29299.7144	
Q9VBP9	Nuclear protein localization protein 4 homolog	2.91	2	3	2	8742.17618	9970.1986	
Q9VBV3	Protein takeout	26.91	6	7	0	78241.0025	106419.82699999999	
Q9VBV5	Nucleotide exchange factor Sil1	18.65	8	10	8	165416.7446	202256.2364	
Q9VBZ5	YTH domain-containing family protein	2.71	2	2	2	6340.840099999999	6921.160400000001	
Q9VC03	Nicotinamide-nucleotide adenylyltransferase	5.14	2	2	2	587.403	448.65244	
Q9VC57	Atlastin	5.91	3	4	0	34380.198	40381.2967	
Q9VCA5	Phenylalanine--tRNA ligase beta subunit	6.96	3	3	3	26160.82918	34976.9693	
Q9VCA8	Ankyrin repeat and KH domain-containing protein mask	0.6	2	2	0	3367.0571	2730.67734	
Q9VCA9	Signal peptidase complex subunit 3	24.58	5	14	0	317152.1293	368457.51869999996	
Q9VCC0	Cysteine and histidine-rich domain-containing protein morgana	15.54	6	8	6	120055.91370000002	176040.9413	
Q9VCE1	Beclin-1-like protein	4.74	2	3	2	14505.178100000001	21331.9237	
Q9VCE8	Actin maturation protease	9.74	1	2	0	2290.8749	4302.7576	
Q9VCG3	Putative OPA3-like protein CG13603	26.27	6	11	0	387697.0096	436042.9514	
Q9VCH5	Nuclear pore complex protein Nup98-Nup96	6.99	10	16	10	244003.2341	284272.5034	
Q9VCI0	RNA exonuclease 2	23.7	4	4	4	119854.3614	166497.28306	
Q9VCJ8	Spaetzle-processing enzyme	17.5	7	14	5	219905.3266	230946.90318	
Q9VCK0	Eukaryotic translation initiation factor 3 subunit D-1	14.82	7	12	6	270597.81494	261739.638	
Q9VCK1	GILT-like protein 2	9.66	2	2	2	64569.805	56921.998	
Q9VCR3	Proteoglycan Cow	2.86	2	3	0	12067.7044	14011.8123	
Q9VCX3	Large ribosomal subunit protein mL45	8.03	2	2	2	4706.9708	5012.0380000000005	
Q9VCY3	COP9 signalosome complex subunit 6	28.74	8	11	8	296791.7141	356619.17100000003	
Q9VCZ8	Probable prefoldin subunit 5	63.1	10	20	0	401949.51509	582783.5436	
Q9VD09	Retinol-binding protein pinta	15.75	5	6	5	48078.52	47101.0398	
Q9VD26	Zinc finger protein-like 1 homolog	12.04	3	4	3	136248.89359999998	73418.087	
Q9VDC6	Beta-alanyl-bioamine nonribosomal peptide synthetase ebony	14.79	14	17	14	195568.3191	205852.94982	
Q9VDD1	DDRGK domain-containing protein 1	11.65	3	3	3	53345.2484	52749.641	
Q9VDE4	Protein Bride of doubletime	2.45	1	1	1	4858.1914	3190.8313	
Q9VDG5	Sodium/calcium exchanger Calx	2.11	2	2	0	26598.837	32191.771	
Q9VDL1	Esterase CG5412	9.68	2	3	2	7542.3526	7734.3646	
Q9VDS5	Rho GTPase-activating protein 92B	3.65	2	2	0	11041.2246	10814.0461	
Q9VDV3	Nuclear pore complex protein Nup58	12.27	8	8	8	207458.2049	228724.3216	
Q9VDW3	Dystrophin, isoform B	0.48	1	1	0	2655.0862	3382.007	
Q9VE50	Golgi SNAP receptor complex member 1	14.66	3	4	3	43681.204060000004	52064.625	
Q9VE61	E3 ubiquitin-protein ligase RNF181 homolog	8.16	1	1	0	12814.26	16561.342	
Q9VEA5	DNA-directed RNA polymerase II subunit Rpb4	25.9	3	3	3	45106.153000000006	59756.943999999996	
Q9VEB3	Ribosome production factor 2 homolog	5.62	2	2	2	5723.89617	6917.7935	
Q9VEJ0	Thioredoxin-dependent peroxide reductase, mitochondrial	48.29	9	55	9	2317638.4169	2699115.94203	
Q9VER6	Modular serine protease	3.18	2	3	2	30192.4613	5973.9954	
Q9VET0	Neuropeptide F	29.41	3	4	0	56856.863099999995	74001.06049999999	
Q9VEX6	ATPase family AAA domain-containing protein 3A homolog	34.27	24	46	24	1549715.12304	1753089.6401	
Q9VEX9	Histone deacetylase complex subunit SAP18	29.33	4	6	0	116984.4166	117211.514	
Q9VEZ3	Protein mini spindles	1.52	3	4	0	5984.4858	10875.531299999999	
Q9VF08	Mitochondrial import inner membrane translocase subunit Tim16	38.3	6	8	0	452889.55694000004	238084.73796	
Q9VF27	NADH dehydrogenase (ubiquinone) 23 kDa subunit	60.83	15	59	15	4563115.98857	5059161.76837	
Q9VF36	Acylphosphatase-2	27.45	3	3	0	21686.223	23885.368000000002	
Q9VF71	Copper homeostasis protein cutC homolog	28.9	7	18	0	209849.64904	249218.1535	
Q9VF89	Large ribosomal subunit protein bL9m	6.05	2	2	2	6650.9927	10446.035	
Q9VFB2	Small ribosomal subunit protein uS10m	11.56	2	2	2	62227.709	67709.46	
Q9VFC2	Serine protease inhibitor 88Ea	31.38	13	30	12	576610.8913	690772.769	
Q9VFC8	Glycogen [starch] synthase	10.44	7	9	1	185331.8429	215108.63799999998	
Q9VFI9	cGMP-specific 3',5'-cyclic phosphodiesterase	2.68	3	3	0	14559.6344	23602.8362	
Q9VFJ0	Probable cytochrome P450 313a1	4.67	2	2	2	6871.299300000001	8840.9746	
Q9VFJ2	Large ribosomal subunit protein uL11m	19.9	4	4	4	37209.164	50625.73299999999	
Q9VFJ3	Serine protease HTRA2, mitochondrial	7.82	3	3	0	27752.0726	31033.6534	
Q9VFM9	Twinfilin	24.78	8	14	8	138160.2967	165630.39416	
Q9VFP1	Probable cytochrome P450 6d5	11.81	6	7	6	273863.8436	345753.64160000003	
Q9VFR0	Protein BCCIP homolog	5.05	2	3	2	74155.348	92463.957	
Q9VFS5	Serine/threonine-protein phosphatase 4 regulatory subunit 3	0.71	1	1	0	12135.9795	14408.59	
Q9VFS8	26S proteasome non-ATPase regulatory subunit 9	36.36	8	10	8	158239.06475	133648.05528	
Q9VFW4	Elongator complex protein 6	3.98	1	2	1	37586.579	48617.233	
Q9VG08	L-dopachrome tautomerase yellow-f2	1.99	1	1	1	7041.066	8150.62	
Q9VG55	Protein hugin	18.32	2	2	2	11567.444	13542.2646	
Q9VG73	Interleukin enhancer-binding factor 2 homolog	25.0	8	11	8	226927.536	286338.80578	
Q9VG74	N-acetylneuraminate-9-phosphate synthase	1.88	1	1	1	8243.869	8024.174	
Q9VG76	Myc-binding protein	11.05	2	2	2	41487.652	45978.043	
Q9VG82	Probable cytochrome P450 9f2	5.43	3	3	3	49205.8143	67848.0618	
Q9VG97	Inactive glutathione S-transferase D3	43.72	9	23	9	1452065.7218	1784750.3465	
Q9VG98	Glutathione S-transferase D2	19.53	6	13	1	124803.757	145552.568	
Q9VGG5	Cadherin-87A	5.16	9	12	9	278186.7252	236006.02104	
Q9VGN9	Probable ribosome biogenesis protein RLP24	6.28	1	1	1	21360.89	29035.766	
Q9VGP6	Prefoldin subunit 3	29.9	6	8	6	237509.134	260244.097	
Q9VGQ9	Diphthamide biosynthesis protein 3	10.47	1	1	1	7694.0933	8119.771	
Q9VGR2	Protein arginine methyltransferase NDUFAF7 homolog, mitochondrial	8.01	3	3	3	17777.1889	26585.5407	
Q9VGR7	J domain-containing protein CG6693	3.34	1	1	0	18423.312	23856.334	
Q9VGS2	Translationally-controlled tumor protein homolog	76.16	12	49	0	3883160.99245	4702717.77295	
Q9VGU6	GTP:AMP phosphotransferase, mitochondrial	43.98	11	17	11	414408.2645	485126.04360000003	
Q9VGV8	Phosducin-like protein 3	8.8	2	3	2	23687.8388	28351.443	
Q9VGZ0	Probable cytochrome P450 12e1, mitochondrial	2.11	1	1	1	3178.0884	5694.9976	
Q9VH07	RuvB-like helicase 1	23.03	7	14	7	182766.9156	233782.66499999998	
Q9VH19	Leishmanolysin-like peptidase	2.64	2	2	2	10586.471	9208.633	
Q9VH39	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 4	47.29	9	11	9	1014743.27	1176627.4675	
Q9VH69	Small ribosomal subunit protein uS14	35.71	2	9	0	1127073.607	1474370.389	
Q9VH95	Cytosolic Prostaglandin E synthase	47.83	8	26	8	1484492.0374	1698415.104	
Q9VHA0	Polycomb protein Scm	2.74	2	2	0	732.7403	1858.1696	
Q9VHD2	Probable maleylacetoacetate isomerase 2	21.59	5	8	5	60943.961950000004	71103.1939	
Q9VHD3	Probable maleylacetoacetate isomerase 1	20.73	4	5	4	60858.528	70351.1222	
Q9VHG4	ATPase H(+)-transporting accessory protein 2	16.56	6	10	6	200836.6956	239035.3755	
Q9VHI7	E3 ubiquitin-protein ligase Iruka	24.74	7	10	7	49056.2133	58548.20368	
Q9VHK6	Iron-sulfur cluster assembly enzyme IscU	21.43	4	6	4	288223.389	261460.912	
Q9VHN6	Large ribosomal subunit protein bL19m	8.82	2	4	2	16179.5659	12006.302099999999	
Q9VHP0	ATP-dependent RNA helicase bel	25.06	16	22	0	152296.38836	160723.21412	
Q9VHR6	Autophagy-related protein 13 homolog	1.72	1	1	1	3179.1323	2778.8293	
Q9VHR8	Dipeptidyl peptidase 3	35.75	26	55	26	1109974.57634	1334282.16015	
Q9VHS2	Cytochrome c oxidase subunit 7A, mitochondrial	75.28	8	49	0	5655344.55886	5848171.05301	
Q9VI10	Probable small nuclear ribonucleoprotein Sm D2	40.34	5	6	5	214440.9276	216652.7186	
Q9VI13	Serine/threonine-protein kinase Pak	4.26	3	3	0	26901.257100000003	34698.7886	
Q9VI25	Neurochondrin homolog	2.35	2	2	2	2065.9644	3042.5488	
Q9VI55	E3 UFM1-protein ligase 1 homolog	9.97	9	9	0	88568.2253	112050.0469	
Q9VI75	Phosphatidylinositol-binding clathrin assembly protein LAP	56.2	20	89	2	144364.89058	164325.98808	
Q9VIH3	Microsomal triacylglycerol transfer protein	2.03	2	2	2	18374.207000000002	24661.79	
Q9VIH9	UPAR/Ly6 domain-containing protein CG9338	48.3	6	15	6	525134.8974	677009.1154	
Q9VII1	UPAR/Ly6 domain-containing protein bero	54.05	7	16	7	541640.6430500001	520608.37710000004	
Q9VIM5	Actin-related protein 2/3 complex subunit 2	23.26	6	6	0	96663.482	117554.78	
Q9VIQ0	Short neuropeptide F	9.25	2	3	2	26640.8409	42538.3777	
Q9VIT0	DNA sliding clamp PCNA2	12.94	4	4	4	31132.856	32573.22743	
Q9VIV2	Zinc finger protein swm	2.92	3	4	0	15533.9458	14410.30747	
Q9VIW3	Ran GTPase-activating protein	13.42	8	13	0	411280.675	495893.782	
Q9VJ26	EF-hand domain-containing protein D2 homolog	46.08	9	15	0	417148.1839	448838.6639	
Q9VJ31	Betaine-homocysteine S-methyltransferase	13.9	5	7	5	153994.6163	197407.3683	
Q9VJ33	Ubiquitin-like protein NEDD8	27.38	3	9	0	122626.15419999999	153796.3765	
Q9VJC7	Elongation factor Ts, mitochondrial	18.87	6	10	6	266708.70149999997	294192.178	
Q9VJD2	Ragulator complex protein LAMTOR3 homolog	6.45	1	1	0	9532.042	13408.017	
Q9VJD3	Conserved oligomeric Golgi complex subunit 5	1.07	1	1	0	2752.0098	3369.0466	
Q9VJE4	DNA-directed RNA polymerase II subunit RPB11	26.5	3	3	3	19861.9056	26194.964999999997	
Q9VJG0	Xaa-Pro aminopeptidase ApepP	3.43	2	2	2	15413.43	18148.563000000002	
Q9VJG4	Electron transfer flavoprotein regulatory factor 1 homolog	11.76	1	1	1	25826.828	28685.553	
Q9VJI9	Cytosolic Fe-S cluster assembly factor Nubp1 homolog	37.3	9	11	9	131944.77168	142325.1501	
Q9VJL6	Glia maturation factor	10.87	2	3	2	67344.38399999999	73586.207	
Q9VJQ5	Protein Dr1	17.49	3	3	3	35477.3128	34815.7485	
Q9VJY6	Large ribosomal subunit protein eL24	29.68	7	17	0	444259.0405	894386.2329	
Q9VJY9	Protein Loquacious	12.69	5	5	0	137379.104	84303.84446	
Q9VKA0	UPAR/Ly6 domain-containing protein crok	9.93	1	2	1	10323.968	10738.972699999998	
Q9VKD3	Cysteine desulfurase, mitochondrial	23.38	10	14	9	207035.5226	222510.099	
Q9VKH0	Conserved oligomeric Golgi complex subunit 8	1.93	1	1	1	2333.5168	2776.5564	
Q9VKJ8	Alpha-L-iduronidase	1.42	1	1	1	3059.4136	3308.7595	
Q9VKJ9	Coiled-coil and C2 domain-containing protein 1-like	10.54	9	11	0	117131.9907	142731.94823	
Q9VKK1	Enhancer of mRNA-decapping protein 4 homolog	3.62	6	8	6	34040.554339999995	42931.33008	
Q9VKV5	CD2 antigen cytoplasmic tail-binding protein 2 homolog	5.64	2	2	2	94379.73999999999	85780.949	
Q9VKX4	Small ribosomal subunit protein uS7m	16.51	4	5	0	122833.515	142688.4693	
Q9VL00	Ubiquitin thioesterase otubain-like	9.16	2	2	2	104342.215	43079.464	
Q9VL13	MOB kinase activator-like 3	4.09	1	1	1	15237.773	13394.808	
Q9VL18	Probable elongation factor 1-delta	54.69	16	44	16	2095693.65732	2165430.88458	
Q9VL78	FK506-binding protein 59	55.58	29	59	0	1920519.5367	2218413.1085	
Q9VLF6	UPF0585 protein CG18661	17.57	3	3	0	34170.5472	39110.4733	
Q9VLJ6	Angiotensin-converting enzyme-related protein	7.78	6	6	0	106252.61360000001	110789.4584	
Q9VLM8	Alanine--tRNA ligase, cytoplasmic	10.77	9	11	9	128520.30148	143039.52	
Q9VLP3	Guanine nucleotide exchange factor MSS4 homolog	51.64	6	9	6	172903.66150000002	189643.3804	
Q9VLR5	RNA polymerase II transcriptional coactivator	25.45	3	7	3	177176.8272	132880.8234	
Q9VLS9	Beta-lactamase-like protein 2 homolog	48.63	10	19	10	590430.62205	757178.9194	
Q9VLT8	WASH complex subunit 3	19.89	3	3	3	18231.1004	21198.5115	
Q9VLU0	Barrier-to-autointegration factor	55.56	4	13	0	599316.8164	738898.1656	
Q9VLU4	Serine protease inhibitor 28Dc	13.43	6	8	6	141437.8228	159563.8155	
Q9VLV5	Probable small nuclear ribonucleoprotein E	27.66	3	9	3	170060.0327	250339.8566	
Q9VLV7	Protein spaetzle 3	1.8	1	1	1	3213.307	4242.888	
Q9VM33	Elongation factor G, mitochondrial	3.89	3	3	3	27963.5277	28332.8197	
Q9VM65	FGFR1 oncogene partner 2 homolog	14.29	5	6	0	65324.934499999996	75028.916	
Q9VMA2	Probable galactose-1-phosphate uridylyltransferase	5.71	3	6	0	53853.7424	53902.1985	
Q9VMA7	Transport and Golgi organization protein 1	3.36	6	6	1	60478.9264	76468.3046	
Q9VMC8	PHD finger-like domain-containing protein 5A	26.13	3	3	3	48707.5317	55598.691699999996	
Q9VMD6	Protein real-time	2.58	2	2	0	25816.591	24309.66	
Q9VMD9	Tiggrin	11.33	29	34	0	358008.01	386679.80749	
Q9VMG0	Arylalkylamine N-acetyltransferase-like 2	20.37	4	5	4	29137.245199999998	29711.60794	
Q9VMM6	Protein obstructor-E	36.95	8	16	8	323690.07039999997	344261.2748	
Q9VMQ5	Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial	7.55	3	4	3	14316.7476	14782.486369999999	
Q9VMQ7	Elongator complex protein 4	14.42	5	5	5	52120.295	55534.8723	
Q9VMR8	Protein Turandot M	33.59	3	5	0	190787.8577	275763.45	
Q9VMT5	Probable cytochrome P450 28d1	14.94	10	14	10	216375.7793	305411.19299999997	
Q9VMU4	Large ribosomal subunit protein eL43	18.48	2	3	0	35512.719	35996.043	
Q9VMU5	Protein quick-to-court	5.55	4	5	0	56198.3358	51654.37	
Q9VMW7	Inosine triphosphate pyrophosphatase	31.41	7	13	7	741729.6004	864084.5366	
Q9VMX0	Large ribosomal subunit protein bL28m	9.93	3	3	0	51171.643	64684.215000000004	
Q9VMY1	Large ribosomal subunit protein uL24m	9.31	3	4	3	44564.717300000004	46514.102	
Q9VMY9	Guanine deaminase	4.46	2	2	2	51326.280999999995	71650.57699999999	
Q9VN12	Probable sodium/potassium/calcium exchanger CG1090	4.58	2	4	0	46044.129	45341.128	
Q9VN13	Sideroflexin-1-3	16.2	5	7	5	146809.9885	166651.30299999999	
Q9VN14	Contactin	19.78	25	34	25	411910.40892	434392.9574	
Q9VN19	Golgi to ER traffic protein 4 homolog	5.9	2	3	0	14958.1188	15021.0908	
Q9VN25	Eukaryotic translation initiation factor 3 subunit A	3.07	4	4	4	59620.709	63914.2672	
Q9VN50	Eukaryotic translation initiation factor 3 subunit F-1	28.57	8	15	8	209327.84326	204318.2076	
Q9VN91	MORN repeat-containing protein 4 homolog	43.43	8	40	8	369452.62385	410613.16985	
Q9VN93	Cathepsin F	22.64	13	28	12	1397051.3671	1521541.7363	
Q9VN95	Enolase-phosphatase E1	23.83	5	11	5	221761.412	203197.772	
Q9VNA4	Uncharacterized protein CG1161	9.25	2	3	0	65008.657999999996	84429.848	
Q9VNA5	Proteasome subunit beta type-4	5.22	2	4	2	76626.05185999999	89894.8876	
Q9VND8	GTP-binding protein Rheb homolog	22.53	5	9	5	209449.23502000002	211434.43643	
Q9VNE2	Protein krasavietz	31.28	16	24	16	988306.868	1040630.9346	
Q9VNE9	Large ribosomal subunit protein uL13	27.8	9	17	6	649444.49	759293.2535	
Q9VNI3	Histone PARylation factor 1	4.45	2	2	2	8447.921	9937.541	
Q9VP48	Ras-related protein Rab-26	9.79	4	7	0	49615.8867	53187.153399999996	
Q9VP61	Acetyl-coenzyme A synthetase	8.51	6	6	0	165330.2652	165727.4343	
