Accession	Description	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	Abundance: F8: 130C, Sample, n/a, ctrl_pool_1	Abundance: F8: 131, Sample, n/a, ctrl_pool_2	Modifications
Q9VHP0	ATP-dependent RNA helicase bel	27.82	17	24	0	318597.72948	446819.56359999994	
Q9VHR6	Autophagy-related protein 13 homolog	1.72	1	1	1	3796.276	3530.7068	
Q9VHR8	Dipeptidyl peptidase 3	39.19	29	60	29	1402231.5295	1934322.7708	
Q9VHS2	Cytochrome c oxidase subunit 7A, mitochondrial	76.4	9	45	0	8072603.96335	10134376.24333	
Q9VHS8	Eukaryotic initiation factor 4A-III	9.02	5	9	3	69288.69200000001	99836.645	
Q9VHV5	ADP-ribosylation factor-like protein 8	25.81	4	7	0	70993.11690000001	103402.3653	
Q9VI10	Probable small nuclear ribonucleoprotein Sm D2	54.62	6	11	6	174656.28389999998	194241.8568	
Q9VI13	Serine/threonine-protein kinase Pak	4.97	5	5	0	127897.719	90605.43950000001	
Q9VI55	E3 UFM1-protein ligase 1 homolog	3.96	4	5	0	129278.92199999999	179409.671	
Q9VI75	Phosphatidylinositol-binding clathrin assembly protein LAP	50.85	21	110	2	306266.0217	360812.37724	
Q9VIH3	Microsomal triacylglycerol transfer protein	3.84	4	5	4	26067.1965	39859.7546	
Q9VIH9	UPAR/Ly6 domain-containing protein CG9338	48.3	6	12	6	1638737.1717	2369816.7746	
Q9VII1	UPAR/Ly6 domain-containing protein bero	53.38	6	17	6	1131711.8174	1656884.199	
Q9VIM5	Actin-related protein 2/3 complex subunit 2	9.97	4	5	0	32187.8191	46041.6525	
Q9VIQ0	Short neuropeptide F	12.46	3	5	3	92421.35793	120122.97869999999	
Q9VIT0	DNA sliding clamp PCNA2	29.02	8	11	8	502875.843	640553.1033	
Q9VIV2	Zinc finger protein swm	6.21	5	5	0	30276.5156	33084.37517	
Q9VIW3	Ran GTPase-activating protein	23.15	10	15	0	389595.01245	441955.80655	
Q9VIZ0	DNA-directed RNA polymerases I and III subunit RPAC2	10.48	1	2	1	11948.7295	17076.54	
Q9VJ10	FAD-dependent oxidoreductase domain-containing protein 1 homolog	4.08	2	2	2	9904.317299999999	10287.9585	
Q9VJ26	EF-hand domain-containing protein D2 homolog	40.09	8	18	0	1460567.8941	1632868.2116	
Q9VJ31	Betaine-homocysteine S-methyltransferase	21.15	7	10	7	356764.5979	419079.3948	
Q9VJ33	Ubiquitin-like protein NEDD8	27.38	3	9	0	817146.4875	731700.0721	
Q9VJC7	Elongation factor Ts, mitochondrial	29.87	8	11	8	741980.8585	978467.9315	
Q9VJD2	Ragulator complex protein LAMTOR3 homolog	12.1	2	2	0	116989.48	150179.05	
Q9VJD3	Conserved oligomeric Golgi complex subunit 5	3.33	2	2	0	7453.773999999999	11302.8037	
Q9VJE4	DNA-directed RNA polymerase II subunit RPB11	31.62	3	3	3	22625.17266	40633.04675	
Q9VJG0	Xaa-Pro aminopeptidase ApepP	4.73	3	3	3	141522.063	188967.87099999998	
Q9VJG4	Electron transfer flavoprotein regulatory factor 1 homolog	11.76	1	2	1	27869.006999999998	34056.766	
Q9VJI9	Cytosolic Fe-S cluster assembly factor Nubp1 homolog	32.48	9	16	9	454920.73775000003	651655.538	
Q9VJL6	Glia maturation factor	23.91	3	4	3	67175.388	87429.886	
Q9VJQ5	Protein Dr1	26.78	4	4	4	73448.1367	80745.22869999999	
Q9VJY6	Large ribosomal subunit protein eL24	41.29	10	16	0	987837.1454	1028898.5008	
Q9VJY9	Protein Loquacious	8.17	4	6	0	215930.3441	296434.7862	
Q9VKA0	UPAR/Ly6 domain-containing protein crok	15.23	2	4	2	10731.4077	10743.8492	
Q9VKD3	Cysteine desulfurase, mitochondrial	26.84	12	18	11	519252.92110000004	643785.0558999999	
Q9VKH0	Conserved oligomeric Golgi complex subunit 8	5.96	3	3	3	4813.9156	5513.2181	
Q9VKJ8	Alpha-L-iduronidase	5.5	3	3	3	40649.836599999995	48113.609	
Q9VKJ9	Coiled-coil and C2 domain-containing protein 1-like	8.58	8	9	0	237011.0616	285162.829	
Q9VKK1	Enhancer of mRNA-decapping protein 4 homolog	3.91	6	9	6	38173.14152	44352.69225	
Q9VKV5	CD2 antigen cytoplasmic tail-binding protein 2 homolog	3.45	1	1	1	51180.984	53814.22	
Q9VKX4	Small ribosomal subunit protein uS7m	26.61	6	7	0	150551.7932	164620.4184	
Q9VKY2	Cullin-associated NEDD8-dissociated protein 1	0.64	1	1	0	6518.4995	7398.3525	
Q9VL00	Ubiquitin thioesterase otubain-like	21.37	5	5	5	182457.9527	202861.08299999998	
Q9VL13	MOB kinase activator-like 3	15.0	3	4	3	30788.222999999998	38757.7926	
Q9VL18	Probable elongation factor 1-delta	71.48	21	75	21	6113650.10283	7363611.78314	
Q9VL78	FK506-binding protein 59	65.38	31	72	0	3219350.04245	4022799.3331	
Q9VLF6	UPF0585 protein CG18661	22.52	4	5	0	378018.50899999996	564977.9809999999	
Q9VLJ6	Angiotensin-converting enzyme-related protein	12.7	8	8	0	160970.45010000002	181282.813	
Q9VLM8	Alanine--tRNA ligase, cytoplasmic	15.84	14	14	14	267612.03106999997	299055.1607	
Q9VLP3	Guanine nucleotide exchange factor MSS4 homolog	45.9	5	13	5	240388.55419999998	300313.972	
Q9VLR5	RNA polymerase II transcriptional coactivator	49.09	5	10	5	494198.79574	593787.435	
Q9VLS9	Beta-lactamase-like protein 2 homolog	36.3	8	14	8	755288.307	1035296.2226	
Q9VLT8	WASH complex subunit 3	20.45	3	4	3	38319.044499999996	39152.1433	
Q9VLU0	Barrier-to-autointegration factor	55.56	4	25	0	1695700.5399	2157508.6121	
Q9VLU4	Serine protease inhibitor 28Dc	13.99	7	7	7	223459.58909999998	270251.29829999997	
Q9VLV5	Probable small nuclear ribonucleoprotein E	27.66	3	7	3	377900.0212	521521.13000000006	
Q9VLV7	Protein spaetzle 3	1.8	1	1	1	16475.557	15510.501	
Q9VM33	Elongation factor G, mitochondrial	4.83	4	4	4	24323.139	28883.1308	
Q9VM65	FGFR1 oncogene partner 2 homolog	16.19	5	6	0	50230.6742	64579.014160000006	
Q9VM71	5'-3' exoribonuclease 2 homolog	3.08	3	4	3	9997.5532	10575.8153	
Q9VMA2	Probable galactose-1-phosphate uridylyltransferase	13.43	4	7	0	139499.6671	155668.48015000002	
Q9VMA7	Transport and Golgi organization protein 1	7.97	11	12	1	146357.71586	163915.2388	
Q9VMC8	PHD finger-like domain-containing protein 5A	14.41	2	2	2	81736.73000000001	96358.518	
Q9VMD6	Protein real-time	1.52	1	1	0	3197.3545	2938.496	
Q9VMD9	Tiggrin	19.93	46	58	0	983056.64464	1275472.66965	
Q9VMG0	Arylalkylamine N-acetyltransferase-like 2	51.39	9	10	9	176557.2169	237372.27145	
Q9VMM6	Protein obstructor-E	34.54	7	18	7	762473.564	902424.9015	
Q9VMQ5	Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial	7.55	3	3	3	10905.758600000001	16025.996599999999	
Q9VMQ7	Elongator complex protein 4	3.89	2	2	2	87068.99279999999	103834.23049999999	
Q9VMR8	Protein Turandot M	41.98	4	7	0	564447.83	682646.1166	
Q9VMT5	Probable cytochrome P450 28d1	14.54	9	12	9	178703.92810000002	216199.15099999998	
Q9VMU4	Large ribosomal subunit protein eL43	18.48	2	2	0	48419.934	53432.513999999996	
Q9VMU5	Protein quick-to-court	13.04	9	9	0	291666.3531	349801.9742	
Q9VMW7	Inosine triphosphate pyrophosphatase	63.35	12	22	12	1877296.915	2553987.0962	
Q9VMX0	Large ribosomal subunit protein bL28m	6.62	2	2	0	20313.5978	25026.286	
Q9VMY1	Large ribosomal subunit protein uL24m	27.94	8	9	8	97940.9615	130031.8758	
Q9VMY9	Guanine deaminase	8.04	4	4	4	54223.2123	70633.1477	
Q9VN12	Probable sodium/potassium/calcium exchanger CG1090	4.58	2	2	0	21203.033199999998	27312.127	
Q9VN13	Sideroflexin-1-3	14.02	6	8	6	352355.239	468910.80744	
Q9VN14	Contactin	19.93	25	44	25	687945.2604	797554.05436	
Q9VN19	Golgi to ER traffic protein 4 homolog	10.32	3	3	0	22275.112599999997	34434.505000000005	
Q9VN25	Eukaryotic translation initiation factor 3 subunit A	2.28	3	3	3	27411.46525	33536.3412	
Q9VN50	Eukaryotic translation initiation factor 3 subunit F-1	20.36	6	9	6	266714.00560000003	307510.4496	
Q9VN91	MORN repeat-containing protein 4 homolog	43.43	8	35	8	846431.41857	890834.6125500001	
Q9VN93	Cathepsin F	34.85	22	48	19	3232752.553	3657720.29214	
Q9VN95	Enolase-phosphatase E1	37.11	7	12	7	608923.8186400001	581376.2907100001	
Q9VNA4	Uncharacterized protein CG1161	9.25	2	4	0	109993.993	143783.441	
Q9VNA5	Proteasome subunit beta type-4	40.3	7	9	7	95885.7894	136575.9384	
Q9VND8	GTP-binding protein Rheb homolog	21.98	5	11	5	340639.9201	421094.80005	
Q9VNE2	Protein krasavietz	19.91	11	23	11	1388521.8477	1783700.5631	
Q9VNE9	Large ribosomal subunit protein uL13	33.66	9	15	6	1059061.0406	1147669.3773	
Q9VNI3	Histone PARylation factor 1	1.56	1	1	1	7265.774	8721.478	
Q9VP48	Ras-related protein Rab-26	7.99	3	12	0	10470.7705	10677.114	
Q9VP61	Acetyl-coenzyme A synthetase	13.88	10	12	0	401018.0677	591497.4388	
Q9VP65	Multifunctional methyltransferase subunit TRM112-like protein	26.61	3	6	3	74247.9955	83229.421	
Q9VPC1	Distal membrane arm assembly component 2	9.15	3	3	3	96545.43669999999	123500.087	
Q9VPH7	Eukaryotic peptide chain release factor subunit 1	11.42	5	7	0	76408.7223	101152.4374	
Q9VPL3	Large ribosomal subunit protein uL10m	14.92	4	5	4	124827.7828	148321.84034	
Q9VPQ2	DnaJ homolog shv	22.88	8	13	8	392093.674	503018.8174	
Q9VQ29	Cytochrome b-c1 complex subunit Rieske, mitochondrial	43.04	10	55	10	4740346.62721	5507834.3149	
Q9VQ62	NPC intracellular cholesterol transporter 2 homolog a	47.3	5	18	5	1381401.683	1450514.8821	
Q9VQ79	Putative apoptosis-inducing factor 1, mitochondrial	12.04	7	12	0	157560.4775	209322.29425	
Q9VQ91	Tudor and KH domain-containing protein homolog	12.33	7	10	7	116432.84135999999	136053.8831	
Q9VQ93	Golgi phosphoprotein 3 homolog sauron	18.71	5	6	5	275145.82794	272053.9428	
Q9VQC4	Glycerate kinase	15.61	8	9	0	115063.678	157548.2074	
Q9VQF7	Bacchus	40.79	6	15	6	552672.2673	1025948.8548999999	
Q9VQF9	SNAPIN protein homolog	28.36	3	3	3	79774.7	96190.911	
Q9VQG4	Congested-like trachea protein	27.45	9	22	8	877437.7915	1041754.7691	
Q9VQQ0	Serine/threonine-protein phosphatase 2A activator	21.86	8	12	8	465018.6975	543113.28298	
Q9VQX4	Nicotinate phosphoribosyltransferase	10.45	7	7	0	68843.87455000001	76315.156	
Q9VR35	Eukaryotic translation initiation factor 4E-binding protein Mextli	17.15	11	12	0	323228.75560000003	431259.82644	
Q9VR59	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase	0.53	1	1	0	2619.9023	900.35376	
Q9VR81	N-acetylglucosamine-6-phosphate deacetylase	9.59	4	5	0	39055.8675	42385.68573	
Q9VR89	RNA-binding protein pno1	10.42	2	3	2	8194.7437	10313.2829	
Q9VR94	General odorant-binding protein 19a	10.27	2	4	2	24138.542699999998	22701.258700000002	
Q9VRJ9	Ubiquitin thioesterase Otu1	22.77	6	12	0	153382.0106	189102.54869999998	
Q9VRL2	Probable Golgi SNAP receptor complex member 2	13.43	3	3	3	22021.60904	24398.5664	
Q9VRP9	E3 ubiquitin-protein ligase Bre1	2.78	3	4	0	66780.4607	112536.8365	
Q9VRQ9	Glutaminyl-peptide cyclotransferase	7.94	3	5	3	25217.5816	29884.1236	
Q9VRV7	Splicing factor 3B subunit 6	16.53	2	5	2	65100.1213	84275.68	
Q9VRZ7	Ubiquinol-cytochrome c reductase complex assembly factor 1	16.22	4	6	4	542821.859	540359.24	
Q9VS34	Large ribosomal subunit protein eL18	20.21	3	8	0	199419.2014	292274.972	
Q9VS97	Peptidoglycan-recognition protein SD	16.67	2	3	2	53235.596999999994	75491.626	
Q9VSA3	Medium-chain specific acyl-CoA dehydrogenase, mitochondrial	49.16	20	98	20	6126854.73869	7589518.36656	
Q9VSF3	Nedd8-conjugating enzyme UbcE2M	33.7	6	11	0	249486.8505	336403.2987	
Q9VSH4	Cleavage and polyadenylation specificity factor subunit 6	4.29	3	3	0	33684.1812	46179.543900000004	
Q9VSJ8	Exocyst complex component 7	8.23	6	8	6	62144.43582	70978.35216	
Q9VSK9	Pseudouridylate synthase 7 homolog	4.63	3	3	3	10550.8754	12466.682799999999	
Q9VSL3	Pyrimidodiazepine synthase	62.14	14	64	13	9480141.52885	11466048.09245	
Q9VSR3	Translational regulator orb2	4.26	3	3	0	59678.8869	76361.6467	
Q9VSS1	Protein Pixie	1.15	1	1	1	19871.791	27814.111	
Q9VSS2	Signal recognition particle subunit SRP68	13.08	8	10	8	114062.6244	147209.4699	
Q9VSU7	Vesicle transport protein USE1	11.2	3	3	3	36081.907999999996	51045.981	
Q9VSY4	Alpha-tubulin N-acetyltransferase 1	45.99	18	56	7	2825596.46007	3914068.9058499997	
Q9VSY6	Phosphoserine phosphatase	16.3	4	5	4	201889.59425999998	220459.27820000003	
Q9VSZ6	Queuine tRNA-ribosyltransferase accessory subunit 2	1.91	1	1	1	32696.904	23988.121	
Q9VT70	Nuclear distribution protein nudE homolog	11.67	3	3	0	30623.879999999997	29723.279000000002	
Q9VTC4	MIP18 family protein galla-2	13.46	2	3	2	38058.5834	46121.1183	
Q9VTE0	Biogenesis of lysosome-related organelles complex 1 subunit 2	15.72	3	3	3	13478.562600000001	20898.82	
Q9VTE5	Probable prefoldin subunit 2	53.15	8	18	0	1221042.491	1478051.53	
Q9VTE9	Nedd8-activating enzyme E1 regulatory subunit	10.31	5	6	0	99066.01495	123645.89235000001	
Q9VTF9	Ubiquitin fusion degradation protein 1 homolog	17.09	6	8	6	179054.3625	190662.2315	
Q9VTH0	Procollagen-lysine,2-oxoglutarate 5-dioxygenase	3.19	3	3	3	55311.61	68596.0775	
Q9VTJ4	Putative alpha-L-fucosidase	3.24	2	3	2	155777.802	201709.82799999998	
Q9VTJ8	Mitochondrial import inner membrane translocase subunit TIM14	27.97	4	6	0	195103.4106	255132.512	
Q9VTM6	UPAR/Ly6 domain-containing protein crim	20.25	3	5	3	51338.6557	68495.43862999999	
Q9VTP4	Large ribosomal subunit protein uL1	39.63	8	50	8	5266544.7899	7537444.3857	
Q9VTU3	Rho GTPase-activating protein 68F	19.54	9	12	0	308756.4584	382859.9447	
Q9VTZ5	Transferrin 2	24.42	20	23	20	552802.1553	811347.9923	
Q9VTZ6	Phosphomannomutase	39.37	10	13	10	135661.0764	192364.63654	
Q9VU08	Intermembrane lipid transfer protein Vps13D	0.2	1	3	1	9196.62	20149.203	
Q9VU58	Neuropeptide-like 2	67.44	7	116	0	36894999.26754	48259623.22142	
Q9VU68	Actin-interacting protein 1	29.77	20	40	20	1512974.8609	1816018.0138	
Q9VU70	Tetratricopeptide repeat protein 36 homolog	28.11	4	5	4	98517.57200000001	126010.47959999999	
Q9VU84	Drebrin-like protein	33.33	15	28	15	1091732.52486	1242791.7003000001	
Q9VU95	Alanine--glyoxylate aminotransferase 2-like	14.57	6	8	6	62940.769700000004	75226.36445000001	
Q9VUJ0	Large ribosomal subunit protein mL39	16.82	5	5	5	91846.3707	124825.38799999999	
Q9VUK8	Glycine--tRNA ligase	27.58	20	47	20	2294288.1845	3374673.4911	
Q9VUR3	Probable aminoacyl tRNA synthase complex-interacting multifunctional protein 2	19.16	8	10	1	164763.3405	192357.2455	
Q9VUY9	Phosphoglucomutase 1	38.04	20	45	20	1824240.3885	2438856.20688	
Q9VUZ1	Probable trafficking protein particle complex subunit 2	21.58	2	2	2	0.0	747.7989	
Q9VV36	Retinin	29.84	5	103	5	54810323.05916	63112068.28957	
Q9VV43	Tubulin polymerization-promoting protein homolog	66.15	11	50	0	4009781.03574	5174893.00037	
Q9VV72	Multiple inositol polyphosphate phosphatase 1	31.05	15	28	15	825941.42616	1166717.4835	
Q9VV74	Survival motor neuron protein	14.6	3	5	3	113555.0251	117696.51499999998	
Q9VVA0	Cold shock domain-containing protein CG9705	13.29	2	6	0	259905.5034	317469.927	
Q9VVA6	Nuclear migration protein nudC	34.64	13	27	13	1151716.3506	1116568.18653	
Q9VVB4	Coiled-coil domain-containing protein 22 homolog	13.15	7	8	7	133135.26799999998	153289.84420000002	
Q9VVE2	Protein rogdi	33.96	9	14	9	854890.2173	957405.4802700001	
Q9VVE5	RNA-binding protein Musashi homolog Rbp6	14.63	5	13	0	688770.542	930964.1028999999	
Q9VVG6	Ubiquinone biosynthesis protein COQ4 homolog, mitochondrial	13.43	4	5	0	87529.0932	102322.3466	
Q9VVH3	MICOS complex subunit MIC13 homolog QIL1	67.21	7	29	7	2128002.4308	2583822.6154	
Q9VVI2	Enhancer of mRNA-decapping protein 3	11.76	7	8	7	34964.903300000005	56205.6591	
Q9VVI3	E3 ubiquitin-protein ligase Nedd-4	2.88	3	3	0	21192.7008	22691.828999999998	
Q9VVI9	Charged multivesicular body protein 5	69.47	12	41	0	2374197.4742	2446242.98406	
Q9VVN2	Small ribosomal subunit protein mS26	19.56	4	6	4	86871.33840000001	105171.654	
Q9VVU5	COP9 signalosome complex subunit 1b	4.0	2	4	2	25713.9312	37617.1057	
Q9VVW3	Sideroflexin-2	15.6	5	7	5	149614.7805	213958.0885	
Q9VVW8	ATP-dependent (S)-NAD(P)H-hydrate dehydratase	23.33	5	6	5	73043.4191	122619.25469999999	
Q9VVY3	Glycogen-binding subunit 76A	12.48	7	8	0	48635.17510000001	74422.41422	
Q9VW12	UPF0389 protein CG9231	44.0	5	24	0	3169464.3793	3740471.38515	
Q9VW14	rRNA methyltransferase 3, mitochondrial	7.13	3	3	3	4908.06415	7455.5224	
Q9VW26	Ornithine aminotransferase, mitochondrial	19.03	7	12	7	122085.03124	163762.94988	
Q9VW56	Probable prefoldin subunit 6	60.8	7	20	0	1008477.53013	1469091.5849	
Q9VWA1	Clathrin light chain	43.84	14	43	0	6143877.945	6336929.97312	
Q9VWA8	Protein FRG1 homolog	6.49	2	2	2	51209.793000000005	64162.221	
Q9VWB1	DCN1-like protein 4	15.73	4	4	0	43525.782999999996	48864.274939999996	
Q9VWE0	Cytokine receptor	3.28	4	4	4	7724.9366	9972.244	
Q9VWF4	Dual specificity protein phosphatase MPK-4	6.46	2	2	2	5945.30533	7020.115	
Q9VWG3	Small ribosomal subunit protein eS10B	30.62	7	15	0	1160100.4649999999	1466866.366	
Q9VWH4	Probable isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial	70.56	29	221	28	40479162.6527	52925356.16837	
Q9VWI0	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial	39.89	6	39	6	8356400.94525	9703668.1619	
Q9VWN5	Ubiquitin carboxyl-terminal hydrolase MINDY-3 homolog	22.5	12	16	0	132057.22830000002	155928.1508	
Q9VWP4	Sulfite oxidase, mitochondrial	10.12	6	6	6	42552.40503	63844.7569	
Q9VWU1	Serine protease persephone	6.85	2	2	2	47204.015	16618.774999999998	
Q9VWV8	Nitric oxide synthase-interacting protein homolog	6.51	2	4	2	390415.77846	401863.39783	
Q9VWW0	Cyclic AMP response element-binding protein B	2.51	1	1	0	3187.2808	3736.5596	
Q9VWX8	Frequenin-2	54.01	10	42	4	3071505.87415	3766637.9807	
Q9VWY6	Transcription initiation factor TFIID subunit 8	9.15	3	3	3	20897.835	28090.178	
Q9VX10	Sulfiredoxin	11.73	2	3	0	50393.676999999996	108392.3834	
Q9VX98	Density-regulated protein homolog	50.26	8	14	8	309626.9678	511556.869	
Q9VXB0	NECAP-like protein CG9132	45.53	10	29	2	2550884.1825	2876130.3396	
Q9VXB5	Large ribosomal subunit protein uL22m	5.58	1	1	1	7851.0044	10201.862	
Q9VXE0	Probable small nuclear ribonucleoprotein G	76.32	6	10	6	388135.1837	476966.6768	
Q9VXE5	Serine/threonine-protein kinase PAK mbt	8.61	5	6	5	21430.58785	25659.819199999998	
Q9VXE6	Nuclear pore complex protein Nup153	2.44	3	4	0	29117.9049	30532.2922	
Q9VXF1	Serine/threonine-protein phosphatase 2B catalytic subunit 3	38.87	19	55	0	2240070.08305	2646571.5231	
Q9VXG4	Annexin B11	22.31	13	30	13	2522875.5771999997	2815939.6325	
Q9VXJ0	Peroxisomal multifunctional enzyme type 2	25.25	14	19	0	490492.81374	589018.4481599999	
Q9VXK0	Protein NipSnap	15.38	4	6	0	590199.8763	745643.937	
Q9VXK6	Eukaryotic translation initiation factor 5	23.92	10	14	10	685573.1471	903735.8843	
Q9VXN2	Protein stunted	55.74	4	15	4	1108730.932	2002481.854	
Q9VXN4	Probable arginine--tRNA ligase, cytoplasmic	6.62	4	5	4	26848.818300000003	41938.2217	
Q9VXP4	Platelet-activating factor acetylhydrolase IB subunit beta homolog	38.22	8	21	8	1054743.51146	1453894.5877399999	
Q9VXT7	Probable isoaspartyl peptidase/L-asparaginase CG7860	12.95	4	7	0	465592.7935	737428.463	
Q9VXY0	Probable cytochrome P450 4s3	4.44	3	3	3	16339.4473	13054.6524	
Q9VXY7	Lipid storage droplets surface-binding protein 2	53.41	15	33	1	7231453.4522	8866811.4975	
Q9VY28	Small ribosomal subunit protein mS25	19.16	3	5	3	44262.5307	61637.4499	
Q9VY77	LIM domain-containing protein jub	6.04	4	4	0	9933.88474	7752.1592	
Q9VY78	Chloride intracellular channel Clic	23.46	6	14	6	587499.15924	785249.8080000001	
Q9VY93	Probable methylthioribulose-1-phosphate dehydratase	14.1	3	3	0	105562.61	104282.8126	
Q9VYB7	Protein-tyrosine sulfotransferase	5.61	3	3	0	22310.0072	14759.6885	
Q9VYD7	Mitochondrial import inner membrane translocase subunit Tim9	67.37	6	12	0	957418.7531399999	1221519.36535	
Q9VYF8	2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial	3.99	1	1	0	1101.9755	1826.8523	
Q9VYG1	26S proteasome non-ATPase regulatory subunit 5	3.56	2	2	0	21710.835	19503.0553	
Q9VYG2	Brahma-associated protein of 60 kDa	2.33	1	1	1	2701.792	3588.3096	
Q9VYH3	Probable alpha-aspartyl dipeptidase	29.17	6	13	0	690884.3847	964932.8962999999	
Q9VYI3	Large ribosomal subunit protein mL49	5.59	1	1	0	14453.228	18861.398	
Q9VYQ8	Ubiquitin carboxyl-terminal hydrolase 7	4.25	5	5	0	33614.56132	39208.6521	
Q9VYR0	LSM12 homolog A	14.29	3	5	3	139071.3612	206005.25579999998	
Q9VYS5	NADH dehydrogenase (ubiquinone) complex I, assembly factor 6 homolog	5.09	2	2	2	19306.011	24852.656	
Q9VYV3	Thioredoxin domain-containing protein 5 homolog	59.13	24	58	24	3940228.37183	4962155.3412999995	
Q9VYV9	COMM domain-containing protein 10 homolog Vlet	12.18	3	4	0	47970.097	81430.372	
Q9VYX1	Enhancer of yellow 2 transcription factor	40.59	3	4	3	84603.5849	135964.41449999998	
Q9VYY2	Signal peptidase complex subunit 2	49.25	11	18	0	1407481.347	1512142.1697	
Q9VYY3	Ubiquitin-like modifier-activating enzyme 5	22.77	9	11	9	246326.481	326100.398	
Q9VZ23	GTP-binding nuclear protein Ran	54.63	11	34	0	2225288.7641	2700595.8545999997	
Q9VZ35	Protein Vago	20.62	2	2	2	13820.255000000001	15574.018	
Q9VZ40	Uncharacterized protein CG1552	33.7	4	7	0	378033.5084	515396.48949999997	
Q9VZ49	Endoribonuclease Arlr	18.07	10	26	10	644621.33245	788415.66176	
Q9VZ64	Probable 6-phosphogluconolactonase	52.26	12	25	12	1502439.5086	2059787.2899	
Q9VZA4	Band 7 protein CG42540	16.24	7	11	0	126075.67585999999	169412.18928	
Q9VZD5	Small ribosomal subunit protein bS6m	13.61	2	3	0	285601.505	390527.6586	
Q9VZD8	THUMP domain-containing protein 1 homolog	13.89	4	4	4	52173.6645	55334.9272	
Q9VZE7	Choline transporter-like 1	2.32	1	1	0	21193.016	25823.738	
Q9VZI3	Unc-112-related protein	9.18	6	6	6	44157.043000000005	47823.2192	
Q9VZJ9	Mitochondrial E3 ubiquitin protein ligase 1	9.76	3	3	3	12816.1396	12486.8915	
Q9VZL5	Vacuolar fusion protein CCZ1 homolog	3.09	1	1	1	12425.126	12866.982	
Q9VZL6	Ragulator complex protein LAMTOR4 homolog	21.67	2	3	0	68814.709	123346.1	
Q9VZS3	Eukaryotic translation initiation factor eIF1	81.82	7	11	7	425968.4673	944247.568	
Q9VZS5	Large ribosomal subunit protein eL28	59.72	12	34	0	4436423.7971	4992578.5253	
Q9VZU4	NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial	64.53	16	83	16	4623091.77115	5684173.7605	
Q9VZX9	Adenosylhomocysteinase-like 1	24.76	11	18	9	575991.2283	827543.3112	
Q9W021	Large ribosomal subunit protein uL23m	11.33	2	2	0	36712.516	41988.277	
Q9W058	Succinyl-CoA:3-ketoacid-coenzyme A transferase, mitochondrial	53.1	19	62	1	3947302.90828	4693563.05505	
Q9W074	Protein HBS1	4.63	3	3	3	37992.6676	46786.763	
Q9W0A0	Protein draper	6.21	5	7	0	33141.88082	34063.40707	
Q9W0C1	Neuronal synaptobrevin	47.54	7	38	7	5737547.946599999	6542091.35554	
Q9W0C7	Protein OPI10 homolog	11.68	2	2	2	3112.0457	3608.4082	
Q9W0G1	Tyrosine-protein phosphatase non-receptor type 61F	9.49	6	7	4	58222.4532	74450.69835	
Q9W0H3	Lipid droplet-associated hydrolase	24.1	8	13	8	263109.895	330050.202	
Q9W0P5	UDP-glucose 4-epimerase	30.29	11	17	0	796755.6876000001	1021523.8511000001	
Q9W0S7	Staphylococcal nuclease domain-containing protein 1	18.36	17	22	17	806564.8891	939784.2826	
Q9W0Y1	Troponin C-akin-1 protein	24.55	5	11	2	231928.1433	300230.89535999997	
Q9W0Y2	Putative gamma-glutamylcyclotransferase CG2811	7.64	2	2	0	42067.9516	71924.493	
Q9W0Y6	Transient receptor potential cation channel protein painless	1.1	1	1	1	4655.3164	6499.0376	
Q9W141	Putative ATP synthase subunit f, mitochondrial	49.53	6	53	6	19165150.2769	23493495.0396	
Q9W197	7-methylguanosine phosphate-specific 5'-nucleotidase	14.42	5	7	5	278770.9225	368310.8885	
Q9W1A4	Protein tamozhennic	6.65	4	5	0	14902.603169999998	17931.6455	
Q9W1C9	Ejaculatory bulb-specific protein 3	57.14	13	92	0	101148385.3711	119114380.7297	
Q9W1G0	Probable transaldolase	56.5	17	62	17	10087252.8378	13258526.5536	
Q9W1H9	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3	8.16	1	1	1	4918.489	5587.1646	
Q9W1K0	Transmembrane protein 14 homolog	13.39	2	7	0	655668.536	639982.716	
Q9W1K5	Sestrin homolog	1.41	1	1	0	22646.84	19214.15	
Q9W1L5	Peptidyl-alpha-hydroxyglycine alpha-amidating lyase 2	8.87	2	3	0	62692.595	76329.8745	
Q9W1V3	rRNA 2'-O-methyltransferase fibrillarin	21.51	7	8	7	142124.39	204084.0572	
Q9W1X4	Nuclear pore complex protein Nup214	5.26	7	8	7	43557.092639999995	56707.2353	
Q9W1X8	Probable GDP-L-fucose synthase	19.63	5	6	5	47388.3017	67632.25630000001	
Q9W1X9	OCIA domain-containing protein 1	27.63	5	8	0	87255.7692	115463.9043	
Q9W1Y1	ER membrane protein complex subunit 8/9 homolog	21.67	4	6	4	193037.6554	344342.6241	
Q9W237	Small ribosomal subunit protein uS9	70.95	16	57	0	6100107.05147	7761998.8944	
