Accession	Description	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	Abundance: F8: 127N, Sample, n/a, SFug_M3	Abundances Count: F8: 127N, Sample, n/a, SFug_M3	Modifications
Q9VP48	Ras-related protein Rab-26	7.99	3	12	0	8713.445	1	
Q9VP61	Acetyl-coenzyme A synthetase	13.88	10	12	0	91161.06735	12	
Q9VP65	Multifunctional methyltransferase subunit TRM112-like protein	26.61	3	6	3	47309.149300000005	6	
Q9VPC1	Distal membrane arm assembly component 2	9.15	3	3	3	104456.756	3	
Q9VPH7	Eukaryotic peptide chain release factor subunit 1	11.42	5	7	0	177406.94819999998	7	
Q9VPL3	Large ribosomal subunit protein uL10m	14.92	4	5	4	102250.7905	5	
Q9VPQ2	DnaJ homolog shv	22.88	8	13	8	203838.53942000002	12	
Q9VQ29	Cytochrome b-c1 complex subunit Rieske, mitochondrial	43.04	10	55	10	6923155.2123	48	
Q9VQ62	NPC intracellular cholesterol transporter 2 homolog a	47.3	5	18	5	957621.18	16	
Q9VQ79	Putative apoptosis-inducing factor 1, mitochondrial	12.04	7	12	0	186019.4097	11	
Q9VQ91	Tudor and KH domain-containing protein homolog	12.33	7	10	7	73402.818	7	
Q9VQ93	Golgi phosphoprotein 3 homolog sauron	18.71	5	6	5	166462.3013	4	
Q9VQC4	Glycerate kinase	15.61	8	9	0	64662.8493	9	
Q9VQF7	Bacchus	40.79	6	15	6	1042630.0698	14	
Q9VQF9	SNAPIN protein homolog	28.36	3	3	3	60261.001000000004	3	
Q9VQG4	Congested-like trachea protein	27.45	9	22	8	1092644.6507	20	
Q9VQQ0	Serine/threonine-protein phosphatase 2A activator	21.86	8	12	8	329583.8616	11	
Q9VQX4	Nicotinate phosphoribosyltransferase	10.45	7	7	0	59023.265	7	
Q9VR35	Eukaryotic translation initiation factor 4E-binding protein Mextli	17.15	11	12	0	271800.8417	12	
Q9VR59	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase	0.53	1	1	0	554.1933	1	
Q9VR81	N-acetylglucosamine-6-phosphate deacetylase	9.59	4	5	0	53349.40652	5	
Q9VR89	RNA-binding protein pno1	10.42	2	3	2	9868.9656	3	
Q9VR94	General odorant-binding protein 19a	10.27	2	4	2	66913.6629	4	
Q9VRJ9	Ubiquitin thioesterase Otu1	22.77	6	12	0	159298.8553	12	
Q9VRL2	Probable Golgi SNAP receptor complex member 2	13.43	3	3	3	12731.0959	3	
Q9VRP9	E3 ubiquitin-protein ligase Bre1	2.78	3	4	0	42459.5365	4	
Q9VRQ9	Glutaminyl-peptide cyclotransferase	7.94	3	5	3	21222.0432	4	
Q9VRV7	Splicing factor 3B subunit 6	16.53	2	5	2	72846.89170000001	5	
Q9VRZ7	Ubiquinol-cytochrome c reductase complex assembly factor 1	16.22	4	6	4	327727.75580000004	5	
Q9VS34	Large ribosomal subunit protein eL18	20.21	3	8	0	274224.805	7	
Q9VS97	Peptidoglycan-recognition protein SD	16.67	2	3	2	40203.829	2	
Q9VSA3	Medium-chain specific acyl-CoA dehydrogenase, mitochondrial	49.16	20	98	20	7563621.2876	89	
Q9VSF3	Nedd8-conjugating enzyme UbcE2M	33.7	6	11	0	235676.40000000002	10	
Q9VSH4	Cleavage and polyadenylation specificity factor subunit 6	4.29	3	3	0	15131.8356	3	
Q9VSJ8	Exocyst complex component 7	8.23	6	8	6	63625.4739	8	
Q9VSK9	Pseudouridylate synthase 7 homolog	4.63	3	3	3	11495.251	2	
Q9VSL3	Pyrimidodiazepine synthase	62.14	14	64	13	14813399.1865	59	
Q9VSR3	Translational regulator orb2	4.26	3	3	0	87599.35715	3	
Q9VSS1	Protein Pixie	1.15	1	1	1	13003.048	1	
Q9VSS2	Signal recognition particle subunit SRP68	13.08	8	10	8	123773.8904	9	
Q9VSU7	Vesicle transport protein USE1	11.2	3	3	3	17401.209	2	
Q9VSY4	Alpha-tubulin N-acetyltransferase 1	45.99	18	56	7	2057504.15796	51	
Q9VSY6	Phosphoserine phosphatase	16.3	4	5	4	268954.1312	5	
Q9VSZ6	Queuine tRNA-ribosyltransferase accessory subunit 2	1.91	1	1	1	9733.365	1	
Q9VT70	Nuclear distribution protein nudE homolog	11.67	3	3	0	16358.743999999999	2	
Q9VTC4	MIP18 family protein galla-2	13.46	2	3	2	28178.6344	3	
Q9VTE0	Biogenesis of lysosome-related organelles complex 1 subunit 2	15.72	3	3	3	10362.4431	2	
Q9VTE5	Probable prefoldin subunit 2	53.15	8	18	0	1024514.2829	18	
Q9VTE9	Nedd8-activating enzyme E1 regulatory subunit	10.31	5	6	0	173923.3401	6	
Q9VTF9	Ubiquitin fusion degradation protein 1 homolog	17.09	6	8	6	274508.8943	8	
Q9VTH0	Procollagen-lysine,2-oxoglutarate 5-dioxygenase	3.19	3	3	3	57631.28	3	
Q9VTJ4	Putative alpha-L-fucosidase	3.24	2	3	2	204130.17200000002	3	
Q9VTJ8	Mitochondrial import inner membrane translocase subunit TIM14	27.97	4	6	0	89716.10930000001	6	
Q9VTM6	UPAR/Ly6 domain-containing protein crim	20.25	3	5	3	87358.71834	5	
Q9VTP4	Large ribosomal subunit protein uL1	39.63	8	50	8	3065862.7943	44	
Q9VTU3	Rho GTPase-activating protein 68F	19.54	9	12	0	319582.463	11	
Q9VTZ5	Transferrin 2	24.42	20	23	20	511498.68080000003	20	
Q9VTZ6	Phosphomannomutase	39.37	10	13	10	206373.8126	11	
Q9VU08	Intermembrane lipid transfer protein Vps13D	0.2	1	3	1	28343.828	1	
Q9VU58	Neuropeptide-like 2	67.44	7	116	0	26374154.02313	109	
Q9VU68	Actin-interacting protein 1	29.77	20	40	20	1726625.07166	36	
Q9VU70	Tetratricopeptide repeat protein 36 homolog	28.11	4	5	4	58740.626240000005	5	
Q9VU84	Drebrin-like protein	33.33	15	28	15	829239.87745	26	
Q9VU95	Alanine--glyoxylate aminotransferase 2-like	14.57	6	8	6	162097.84219999998	7	
Q9VUJ0	Large ribosomal subunit protein mL39	16.82	5	5	5	126628.30500000001	5	
Q9VUK8	Glycine--tRNA ligase	27.58	20	47	20	3562216.8984	47	
Q9VUR3	Probable aminoacyl tRNA synthase complex-interacting multifunctional protein 2	19.16	8	10	1	252681.1608	10	
Q9VUY9	Phosphoglucomutase 1	38.04	20	45	20	1964247.8856499998	39	
Q9VUZ1	Probable trafficking protein particle complex subunit 2	21.58	2	2	2	967.7199	1	
Q9VV36	Retinin	29.84	5	103	5	27052298.85226	83	
Q9VV43	Tubulin polymerization-promoting protein homolog	66.15	11	50	0	2797799.85357	42	
Q9VV72	Multiple inositol polyphosphate phosphatase 1	31.05	15	28	15	1472980.9716	27	
Q9VV74	Survival motor neuron protein	14.6	3	5	3	54325.0934	4	
Q9VVA0	Cold shock domain-containing protein CG9705	13.29	2	6	0	246296.2181	6	
Q9VVA6	Nuclear migration protein nudC	34.64	13	27	13	781528.55006	24	
Q9VVB4	Coiled-coil domain-containing protein 22 homolog	13.15	7	8	7	68428.2018	7	
Q9VVE2	Protein rogdi	33.96	9	14	9	551247.01882	14	
Q9VVE5	RNA-binding protein Musashi homolog Rbp6	14.63	5	13	0	755104.6803	12	
Q9VVG6	Ubiquinone biosynthesis protein COQ4 homolog, mitochondrial	13.43	4	5	0	56349.2261	5	
Q9VVH3	MICOS complex subunit MIC13 homolog QIL1	67.21	7	29	7	1125636.0449	28	
Q9VVI2	Enhancer of mRNA-decapping protein 3	11.76	7	8	7	46482.7581	7	
Q9VVI3	E3 ubiquitin-protein ligase Nedd-4	2.88	3	3	0	11489.488299999999	3	
Q9VVI9	Charged multivesicular body protein 5	69.47	12	41	0	1007484.92454	33	
Q9VVN2	Small ribosomal subunit protein mS26	19.56	4	6	4	46779.47065	5	
Q9VVU5	COP9 signalosome complex subunit 1b	4.0	2	4	2	69217.7904	4	
Q9VVW3	Sideroflexin-2	15.6	5	7	5	246837.067	7	
Q9VVW8	ATP-dependent (S)-NAD(P)H-hydrate dehydratase	23.33	5	6	5	101794.1485	4	
Q9VVY3	Glycogen-binding subunit 76A	12.48	7	8	0	32861.0345	6	
Q9VW12	UPF0389 protein CG9231	44.0	5	24	0	1262255.1339	20	
Q9VW14	rRNA methyltransferase 3, mitochondrial	7.13	3	3	3	6250.5162	3	
Q9VW26	Ornithine aminotransferase, mitochondrial	19.03	7	12	7	185358.08656999998	10	
Q9VW56	Probable prefoldin subunit 6	60.8	7	20	0	798699.9111799999	20	
Q9VWA1	Clathrin light chain	43.84	14	43	0	3487566.78184	36	
Q9VWA8	Protein FRG1 homolog	6.49	2	2	2	39502.753	2	
Q9VWB1	DCN1-like protein 4	15.73	4	4	0	33469.27766	4	
Q9VWE0	Cytokine receptor	3.28	4	4	4	8164.2518	3	
Q9VWF4	Dual specificity protein phosphatase MPK-4	6.46	2	2	2	4027.515	1	
Q9VWG3	Small ribosomal subunit protein eS10B	30.62	7	15	0	595626.5906	11	
Q9VWH4	Probable isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial	70.56	29	221	28	34286673.1323	200	
Q9VWI0	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial	39.89	6	39	6	4132094.8266999996	26	
Q9VWN5	Ubiquitin carboxyl-terminal hydrolase MINDY-3 homolog	22.5	12	16	0	221402.3988	14	
Q9VWP4	Sulfite oxidase, mitochondrial	10.12	6	6	6	58713.5177	6	
Q9VWU1	Serine protease persephone	6.85	2	2	2	18928.021	2	
Q9VWV8	Nitric oxide synthase-interacting protein homolog	6.51	2	4	2	371805.42314	2	
Q9VWW0	Cyclic AMP response element-binding protein B	2.51	1	1	0	1988.3014	1	
Q9VWX8	Frequenin-2	54.01	10	42	4	2861065.5890699998	41	
Q9VWY6	Transcription initiation factor TFIID subunit 8	9.15	3	3	3	23230.719	2	
Q9VX10	Sulfiredoxin	11.73	2	3	0	50671.6533	3	
Q9VX98	Density-regulated protein homolog	50.26	8	14	8	354119.8268	12	
Q9VXB0	NECAP-like protein CG9132	45.53	10	29	2	2920906.7689	27	
Q9VXB5	Large ribosomal subunit protein uL22m	5.58	1	1	1	13069.457	1	
Q9VXE0	Probable small nuclear ribonucleoprotein G	76.32	6	10	6	352554.4329	10	
Q9VXE5	Serine/threonine-protein kinase PAK mbt	8.61	5	6	5	26967.37845	4	
Q9VXE6	Nuclear pore complex protein Nup153	2.44	3	4	0	21872.48373	4	
Q9VXF1	Serine/threonine-protein phosphatase 2B catalytic subunit 3	38.87	19	55	0	3196740.2675	52	
Q9VXG4	Annexin B11	22.31	13	30	13	1618185.72143	26	
Q9VXJ0	Peroxisomal multifunctional enzyme type 2	25.25	14	19	0	715769.16228	18	
Q9VXK0	Protein NipSnap	15.38	4	6	0	272159.97250000003	6	
Q9VXK6	Eukaryotic translation initiation factor 5	23.92	10	14	10	213841.7625	13	
Q9VXN2	Protein stunted	55.74	4	15	4	612542.274	9	
Q9VXN4	Probable arginine--tRNA ligase, cytoplasmic	6.62	4	5	4	57480.7105	5	
Q9VXP4	Platelet-activating factor acetylhydrolase IB subunit beta homolog	38.22	8	21	8	802675.07404	19	
Q9VXT7	Probable isoaspartyl peptidase/L-asparaginase CG7860	12.95	4	7	0	507028.11199999996	7	
Q9VXY0	Probable cytochrome P450 4s3	4.44	3	3	3	9760.139299999999	3	
Q9VXY7	Lipid storage droplets surface-binding protein 2	53.41	15	33	1	1923884.2560999999	31	
Q9VY28	Small ribosomal subunit protein mS25	19.16	3	5	3	42338.02477	5	
Q9VY77	LIM domain-containing protein jub	6.04	4	4	0	6058.9920999999995	3	
Q9VY78	Chloride intracellular channel Clic	23.46	6	14	6	771663.11006	11	
Q9VY93	Probable methylthioribulose-1-phosphate dehydratase	14.1	3	3	0	96912.35	3	
Q9VYB7	Protein-tyrosine sulfotransferase	5.61	3	3	0	9685.181199999999	2	
Q9VYD7	Mitochondrial import inner membrane translocase subunit Tim9	67.37	6	12	0	692543.64217	12	
Q9VYF8	2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial	3.99	1	1	0	1971.1268	1	
Q9VYG1	26S proteasome non-ATPase regulatory subunit 5	3.56	2	2	0	28166.725	2	
Q9VYG2	Brahma-associated protein of 60 kDa	2.33	1	1	1	4065.6116	1	
Q9VYH3	Probable alpha-aspartyl dipeptidase	29.17	6	13	0	497338.8186	10	
Q9VYI3	Large ribosomal subunit protein mL49	5.59	1	1	0	17656.416	1	
Q9VYQ8	Ubiquitin carboxyl-terminal hydrolase 7	4.25	5	5	0	42256.73850000001	4	
Q9VYR0	LSM12 homolog A	14.29	3	5	3	145605.35885	4	
Q9VYS5	NADH dehydrogenase (ubiquinone) complex I, assembly factor 6 homolog	5.09	2	2	2	25580.271999999997	2	
Q9VYV3	Thioredoxin domain-containing protein 5 homolog	59.13	24	58	24	3595104.67127	57	
Q9VYV9	COMM domain-containing protein 10 homolog Vlet	12.18	3	4	0	59906.5417	4	
Q9VYX1	Enhancer of yellow 2 transcription factor	40.59	3	4	3	92417.9467	2	
Q9VYY2	Signal peptidase complex subunit 2	49.25	11	18	0	708667.51532	18	
Q9VYY3	Ubiquitin-like modifier-activating enzyme 5	22.77	9	11	9	330153.591	10	
Q9VZ23	GTP-binding nuclear protein Ran	54.63	11	34	0	4255048.1132000005	33	
Q9VZ35	Protein Vago	20.62	2	2	2	9604.7119	2	
Q9VZ40	Uncharacterized protein CG1552	33.7	4	7	0	236749.0994	6	
Q9VZ49	Endoribonuclease Arlr	18.07	10	26	10	696250.9467	24	
Q9VZ64	Probable 6-phosphogluconolactonase	52.26	12	25	12	1205206.5994	23	
Q9VZA4	Band 7 protein CG42540	16.24	7	11	0	149056.31590000002	11	
Q9VZD5	Small ribosomal subunit protein bS6m	13.61	2	3	0	179507.5747	3	
Q9VZD8	THUMP domain-containing protein 1 homolog	13.89	4	4	4	14757.3677	3	
Q9VZE7	Choline transporter-like 1	2.32	1	1	0	12791.783	1	
Q9VZI3	Unc-112-related protein	9.18	6	6	6	35240.0126	6	
Q9VZJ9	Mitochondrial E3 ubiquitin protein ligase 1	9.76	3	3	3	14473.8455	2	
Q9VZL5	Vacuolar fusion protein CCZ1 homolog	3.09	1	1	1	9924.831	1	
Q9VZL6	Ragulator complex protein LAMTOR4 homolog	21.67	2	3	0	83157.606	2	
Q9VZS3	Eukaryotic translation initiation factor eIF1	81.82	7	11	7	445992.2569	9	
Q9VZS5	Large ribosomal subunit protein eL28	59.72	12	34	0	1797321.7457	32	
Q9VZU4	NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial	64.53	16	83	16	2916573.79144	67	
Q9VZX9	Adenosylhomocysteinase-like 1	24.76	11	18	9	673242.0197000001	18	
Q9W021	Large ribosomal subunit protein uL23m	11.33	2	2	0	64935.74	1	
Q9W058	Succinyl-CoA:3-ketoacid-coenzyme A transferase, mitochondrial	53.1	19	62	1	3684726.43954	57	
Q9W074	Protein HBS1	4.63	3	3	3	26592.7894	3	
Q9W0A0	Protein draper	6.21	5	7	0	31635.1049	5	
Q9W0C1	Neuronal synaptobrevin	47.54	7	38	7	4255000.0759	36	
Q9W0C7	Protein OPI10 homolog	11.68	2	2	2	4991.9404	1	
Q9W0G1	Tyrosine-protein phosphatase non-receptor type 61F	9.49	6	7	4	59347.9024	6	
Q9W0H3	Lipid droplet-associated hydrolase	24.1	8	13	8	139955.6859	13	
Q9W0P5	UDP-glucose 4-epimerase	30.29	11	17	0	949698.47716	17	
Q9W0S7	Staphylococcal nuclease domain-containing protein 1	18.36	17	22	17	747420.0941	20	
Q9W0Y1	Troponin C-akin-1 protein	24.55	5	11	2	237173.40168	11	
Q9W0Y2	Putative gamma-glutamylcyclotransferase CG2811	7.64	2	2	0	35311.722	2	
Q9W0Y6	Transient receptor potential cation channel protein painless	1.1	1	1	1	3248.2722	1	
Q9W141	Putative ATP synthase subunit f, mitochondrial	49.53	6	53	6	11221591.6832	41	
Q9W197	7-methylguanosine phosphate-specific 5'-nucleotidase	14.42	5	7	5	258992.27649999998	7	
Q9W1A4	Protein tamozhennic	6.65	4	5	0	14164.99466	4	
Q9W1C9	Ejaculatory bulb-specific protein 3	57.14	13	92	0	49343709.52	90	
Q9W1G0	Probable transaldolase	56.5	17	62	17	6158803.37895	59	
Q9W1H9	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3	8.16	1	1	1	12941.801	1	
Q9W1K0	Transmembrane protein 14 homolog	13.39	2	7	0	852149.491	6	
Q9W1K5	Sestrin homolog	1.41	1	1	0	27878.758	1	
Q9W1L5	Peptidyl-alpha-hydroxyglycine alpha-amidating lyase 2	8.87	2	3	0	177367.664	3	
Q9W1V3	rRNA 2'-O-methyltransferase fibrillarin	21.51	7	8	7	491397.1754	6	
Q9W1X4	Nuclear pore complex protein Nup214	5.26	7	8	7	68582.88773	8	
Q9W1X8	Probable GDP-L-fucose synthase	19.63	5	6	5	51999.051	5	
Q9W1X9	OCIA domain-containing protein 1	27.63	5	8	0	53881.376099999994	7	
Q9W1Y1	ER membrane protein complex subunit 8/9 homolog	21.67	4	6	4	376004.64259999996	6	
Q9W237	Small ribosomal subunit protein uS9	70.95	16	57	0	4768033.5711	49	
Q9W265	Probable hydroxyacid-oxoacid transhydrogenase, mitochondrial	18.97	9	10	9	255769.3564	10	
Q9W266	Protein windpipe	13.44	10	18	10	551539.9496	18	
Q9W2D6	Mitochondrial import inner membrane translocase subunit Tim10	72.83	7	23	7	1932267.7271999998	23	
Q9W2D9	Eukaryotic translation initiation factor 3 subunit K	41.89	7	15	7	755928.84222	14	
Q9W2E7	Protein Rae1	17.63	6	8	6	339153.17415	8	
Q9W2M2	Trehalase	40.94	22	40	0	1161678.1688	37	
Q9W2N0	F-actin-capping protein subunit alpha	17.83	5	7	5	310216.084	6	
Q9W2R3	Phosphatidylinositol 4-phosphate 5-kinase type-1 sktl	1.89	2	2	2	45664.115000000005	2	
Q9W2U4	Serine/threonine-protein phosphatase 4 regulatory subunit 2	12.64	6	6	0	19887.6404	4	
Q9W2Y3	NAD(P)H-hydrate epimerase	38.7	7	8	7	150129.8703	7	
Q9W303	Chitinase-like protein Idgf4	54.3	23	92	0	4558872.1941	73	
Q9W334	Small ribosomal subunit protein eS28	69.23	5	18	0	671097.8589	14	
Q9W358	Chaperone Ric-8	8.55	6	6	0	50636.6463	5	
Q9W369	Beta-alanyl-dopamine/carcinine hydrolase	57.88	22	103	22	7332917.13124	95	
Q9W379	Zinc finger protein ZPR1	22.32	8	9	8	227710.7127	8	
Q9W380	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 3	19.48	3	8	3	291622.6096	6	
Q9W385	Frataxin homolog, mitochondrial	16.84	4	6	4	192756.5482	6	
Q9W3C7	Palmitoyl-protein thioesterase 1	5.73	2	4	0	95660.227	4	
Q9W3E2	Protein PIP82	26.03	29	40	29	226014.92791	30	
Q9W3J5	Phenylalanine--tRNA ligase alpha subunit	18.88	10	11	10	182050.9435	11	
Q9W3K5	Glutamate--cysteine ligase	3.77	3	3	0	29667.32974	3	
Q9W3N6	General vesicular transport factor p115	13.88	9	11	9	103904.5069	9	
Q9W3T7	UPAR/Ly6 domain-containing protein bou	12.08	2	4	2	228516.494	4	
Q9W3W8	Large ribosomal subunit protein uL22	29.03	6	9	0	148371.19580000002	8	
Q9W3Y0	Zinc finger protein 593 homolog	27.16	3	3	3	6290.08186	3	
Q9W3Z3	Alanine--glyoxylate aminotransferase	5.08	2	4	2	7131.0265	2	
Q9W401	Probable citrate synthase, mitochondrial	60.99	28	217	28	44484665.68089	182	
Q9W415	tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit wuho	18.16	6	7	6	190968.1452	5	
Q9W436	Neprilysin-1	7.54	6	7	6	45564.1708	6	
Q9W445	Malignant T-cell-amplified sequence 1 homolog	37.36	6	8	6	81419.3659	8	
Q9W4D2	RNA-binding protein 4F	2.44	2	2	0	717.96423	1	
Q9W4K2	Uncharacterized protein CG3556	6.39	4	7	0	159330.6187	5	
Q9W4P5	V-type proton ATPase subunit d 1	31.14	9	18	9	1238711.0199	18	
Q9W4T4	3',5'-cyclic-AMP phosphodiesterase, isoform I	17.12	17	26	0	397023.93595	23	
Q9W4V8	Mitochondrial import inner membrane translocase subunit TIM50-C	20.09	7	11	0	375605.9485	11	
Q9W4X7	Eukaryotic translation initiation factor 3 subunit G-1	34.2	10	24	9	1690739.0671299999	23	
Q9W552	Vacuolar protein sorting-associated protein 26	19.67	6	9	6	103437.94208000001	6	
Q9W596	Microtubule-associated protein futsch	30.08	101	161	0	3015357.8144900003	149	
Q9W5E1	RING-box protein 1A	22.22	2	4	0	87200.257	4	
Q9W5N0	Cytochrome c oxidase assembly factor 7 homolog	39.1	11	25	0	1297393.793	25	
Q9W5N2	Large ribosomal subunit protein eL38	28.57	2	11	0	206538.7524	10	
Q9W5P1	Mediator of RNA polymerase II transcription subunit 21	13.38	2	3	2	41953.2797	3	
Q9W5R8	Large ribosomal subunit protein uL18	21.07	9	16	0	756270.776	15	
Q9W5Y0	Neprilysin-3	1.02	1	1	1	3735.3284	1	
Q9XTL9	Glycogen phosphorylase	43.13	40	74	0	1116390.1759	65	
Q9XTM1	Exocyst complex component 5	1.27	1	1	1	2111.3022	1	
Q9XTN2	Insulin receptor substrate 1	1.86	2	2	0	8617.656	1	
Q9XY35	Cytochrome b-c1 complex subunit 9	41.82	2	12	2	1004337.1300000001	10	
Q9XYM0	Adapter molecule Crk	49.45	13	35	0	1674440.7869000002	29	
Q9XYZ5	DNA damage-binding protein 1	4.82	6	6	6	87520.508	5	
Q9XZ14	Protein gone early	8.19	5	6	0	29003.65345	5	
Q9XZ58	COP9 signalosome complex subunit 5	25.99	7	13	1	137712.37946999999	13	
Q9XZ63	Mesencephalic astrocyte-derived neurotrophic factor homolog	31.21	7	16	7	766408.221	16	
Q9XZH6	V-type proton ATPase subunit G	40.17	6	24	0	2086868.14343	20	
Q9XZJ4	Proteasome subunit alpha type-6	44.26	12	38	0	3787783.737	35	
Q9XZL8	Protein sarah	31.16	7	13	0	248124.44254	11	
Q9Y091	Pre-mRNA-splicing regulator female-lethal(2)D	3.73	2	2	0	8920.449400000001	2	
Q9Y0I1	NuA4 complex subunit EAF3 homolog	6.6	2	2	0	80872.5468	2	
Q9Y0V3	Mitochondrial import inner membrane translocase subunit Tim10B	47.01	5	8	5	29097.6165	6	
Q9Y0Y2	Adenylosuccinate synthetase	30.43	12	21	12	704476.2368	20	
Q9Y105	Probable glutamine--tRNA ligase	4.76	4	5	4	369788.9491	4	
Q9Y1A3	Mitochondrial import inner membrane translocase subunit Tim8	44.32	5	17	0	2207468.54887	16	
X2JAU8	Protein nervous wreck	40.0	41	115	41	6757924.30176	99	
A0A021WW32	Verthandi, isoform B	2.21	2	2	0	22185.158	1	
A0A023GPM5	Diacylglycerol kinase	13.32	12	17	0	170970.94333	15	
A0A0B4JCR9	Uncharacterized protein, isoform D	2.88	1	1	0	21491.82	1	
A0A0B4JCT7	Jabba, isoform F	15.27	8	17	0	350982.8807	15	
A0A0B4JCW4	Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial	66.08	27	176	0	98525.5097	5	
A0A0B4JCX2	RIM-binding protein, isoform G	8.37	12	16	0	284856.6099	14	
A0A0B4JCY5	Myosin heavy chain-like, isoform H	3.38	2	2	0	5744.6509	2	
A0A0B4JCY6	Cheerio, isoform I	37.5	70	122	0	7497134.14257	117	
A0A0B4JCZ0	Oxysterol-binding protein	2.73	3	3	0	13528.6623	3	
A0A0B4JD18	Related to the N terminus of tre oncogene, isoform E	2.35	1	1	0	1136.1194	1	
A0A0B4JD97	Transforming acidic coiled-coil protein, isoform K	16.49	21	30	0	338239.77604	29	
A0A0B4K615	Smallish, isoform O	10.77	14	16	0	173539.33264	13	
A0A0B4K618	Fragile X messenger ribonucleoprotein 1, isoform G	10.29	6	7	0	40980.3198	5	
A0A0B4K620	Oxidation resistance protein 1	13.84	17	21	0	595342.69973	21	
A0A0B4K661	Tropomyosin 1, isoform Q	82.4	41	229	0	16120361.09347	166	
A0A0B4K663	Non-specific lethal 1, isoform N	5.54	6	9	0	37810.58476	7	
A0A0B4K6C8	Uncharacterized protein, isoform G	3.9	5	7	0	94469.61	7	
A0A0B4K6I1	Scribble, isoform N	11.94	25	37	0	713847.6814	37	
A0A0B4K6K8	Musashi, isoform D	16.69	7	14	0	507801.28189999994	13	
A0A0B4K6P4	Hephaestus, isoform W	4.51	4	4	0	85266.5221	4	
A0A0B4K6Z2	Dystrobrevin	16.46	11	13	0	249245.2927	12	
A0A0B4K709	Uncharacterized protein, isoform E	9.93	6	7	0	78532.9944	6	
A0A0B4K716	Diacylglycerol kinase	4.47	7	8	0	278503.9961	8	
A0A0B4K765	Paired amphipathic helix protein Sin3a	1.89	4	5	0	22286.126360000002	4	
A0A0B4K774	Abelson interacting protein, isoform D	29.77	11	19	0	289565.854	17	
A0A0B4K775	Golgin 97, isoform B	1.99	1	1	0	3281.4211	1	
A0A0B4K7A5	Hu li tai shao, isoform Q	62.38	42	137	1	10043923.18042	126	
A0A0B4K7B0	Smooth, isoform O	20.65	9	17	0	695589.034	15	
A0A0B4K7C1	Aspartyl beta-hydroxylase, isoform H	8.47	7	9	0	105790.1485	7	
A0A0B4K7D8	Uncharacterized protein, isoform B	5.46	2	2	0	31217.3546	2	
A0A0B4K7E3	Phosphatidylinositol 4-phosphate 5-kinase 59B, isoform F	11.71	6	6	0	27379.5843	5	
A0A0B4K7H0	Tetratricopeptide repeat domain 7, isoform B	1.29	1	1	0	805.4666	1	
A0A0B4K7H3	Eucalyptus, isoform B	81.25	8	45	2	5480293.04645	42	
A0A0B4K7H7	Down syndrome cell adhesion molecule 1, isoform BY (Fragment)	3.51	7	8	0	65017.5971	6	
A0A0B4K7T7	Rho guanine nucleotide exchange factor 2, isoform G	1.13	3	3	0	3015.4175	1	
A0A0B4K7U0	Myosin-7a binding protein, isoform M	12.92	28	69	0	2360010.52597	66	
A0A0B4K7V8	Bruchpilot, isoform K	54.13	106	316	1	45155.90474	5	
A0A0B4K7X5	glycogenin glucosyltransferase	19.27	10	31	0	732442.16507	26	
A0A0B4K885	Kenny, isoform B	20.57	6	6	1	138504.51440000001	4	
A0A0B4K891	Poly(A) binding protein interacting protein 1, isoform E	21.54	9	10	0	173564.5327	9	
A0A0B4KED6	Defective proboscis extension response 12, isoform D	8.72	3	3	0	63839.792700000005	3	
A0A0B4KEE1	Aldehyde dehydrogenase	26.16	12	21	0	485054.48734	15	
A0A0B4KEE5	Myosin-7a binding protein, isoform Q	22.09	37	89	0	738634.85064	19	
A0A0B4KEH7	CAP, isoform Y	15.82	36	48	0	1514349.03435	44	
A0A0B4KEI5	Serrate RNA effector molecule homolog	7.91	7	7	0	63226.325600000004	6	
A0A0B4KEJ7	Coronin	14.21	7	8	0	129063.4323	7	
A0A0B4KEP1	Reduction in Cnn dots 1, isoform D	4.03	4	4	0	19241.9391	3	
A0A0B4KER0	Relative of woc, isoform C	2.69	3	3	0	19159.0487	3	
A0A0B4KEW6	Amphiphysin, isoform B	43.82	22	66	1	64117.223	4	
A0A0B4KEX6	Jitterbug, isoform M	8.63	24	27	0	425920.30027	27	
A0A0B4KF06	Valine--tRNA ligase	1.99	2	2	0	2950.4216	1	
A0A0B4KF22	Juvenile hormone binding protein 2, isoform E	11.42	3	3	0	33018.321500000005	3	
A0A0B4KF34	Uncharacterized protein, isoform D	5.75	4	4	0	23836.9941	4	
A0A0B4KF46	E1 ubiquitin-activating enzyme	19.64	18	23	0	246631.98286	20	
A0A0B4KF84	Stretchin-Mlck, isoform S	3.13	8	8	0	92265.2327	8	
A0A0B4KFA3	Uncharacterized protein, isoform F	1.9	3	4	0	35429.1183	3	
